transaction_id,account_id,transaction_date,transaction_type,amount_eur,fee_eur,channel,is_international,is_flagged
T0005628,A000955,2025-05-05,Bank Transfer,16994.77,42.54,Online Banking,FALSE,FALSE
T0005629,A000085,2025-09-12,Card Payment,6.79,0.82,Online Banking,FALSE,FALSE
T0005630,A000868,2025-11-09,Card Payment,90.42,1.44,Mobile App,FALSE,FALSE
T0005631,A001053,2025-03-29,Card Payment,227.72,0.49,Card,FALSE,FALSE
T0005632,A000490,2025-05-18,Card Payment,54.04,1.34,Online Banking,FALSE,FALSE
T0005633,A000299,2025-02-16,Bank Transfer,3206.28,9.43,Online Banking,FALSE,FALSE
T0005634,A000695,2025-11-06,Bank Transfer,3621.58,9.34,Mobile App,FALSE,TRUE
T0005635,A001372,2025-06-24,Loan Payment,967.32,2.98,Card,FALSE,TRUE
T0005636,A001109,2025-03-05,Salary Payment,30797.2,47.9,Mobile App,FALSE,FALSE
T0005637,A000364,2025-09-26,Bank Transfer,608.58,1.61,Card,FALSE,FALSE
T0005638,A000804,2025-03-31,Card Payment,82.97,0.85,Online Banking,FALSE,FALSE
T0005639,A000865,2025-01-30,Direct Debit,253.56,2.27,Online Banking,FALSE,FALSE
T0005640,A000899,2025-11-22,Investment Transfer,20994.55,52.64,Mobile App,FALSE,FALSE
T0005641,A001449,2025-09-02,Bank Transfer,1251.2,4.87,Mobile App,FALSE,FALSE
T0005642,A001802,2025-06-28,Card Payment,55.44,1.14,Mobile App,FALSE,FALSE
T0005643,A001245,2025-12-03,Card Payment,28.63,2.37,ATM,FALSE,FALSE
T0005644,A000766,2025-12-16,Salary Payment,1770.5,3.57,Mobile App,FALSE,FALSE
T0005645,A002051,2025-06-21,Bank Transfer,4301.5,11.5,Mobile App,FALSE,FALSE
T0005646,A001088,2025-01-23,ATM Withdrawal,66.41,0.9,Online Banking,FALSE,FALSE
T0005647,A001572,2025-07-01,Direct Debit,102.95,1.05,Mobile App,FALSE,FALSE
T0005648,A002323,2025-11-22,ATM Withdrawal,153.03,2.56,Online Banking,FALSE,FALSE
T0005649,A000210,2025-06-26,Loan Payment,4190.91,6.8,Online Banking,FALSE,TRUE
T0005650,A001373,2025-04-12,Card Payment,33.11,0.06,Mobile App,FALSE,FALSE
T0005651,A001419,2025-06-29,Investment Transfer,3110.81,8.69,Mobile App,FALSE,FALSE
T0005652,A000024,2025-07-09,Direct Debit,1382.46,4.1,Branch,FALSE,FALSE
T0005653,A000654,2025-09-08,Bank Transfer,1024.8,4.35,ATM,FALSE,FALSE
T0005654,A001357,2025-09-24,Salary Payment,2021.8,3.7,Card,FALSE,TRUE
T0005655,A000655,2025-01-16,Card Payment,1.82,0.15,Mobile App,FALSE,FALSE
T0005656,A001757,2025-08-23,Card Payment,695.49,2.36,Mobile App,FALSE,FALSE
T0005657,A002077,2025-06-19,Card Payment,102.95,1.79,Online Banking,FALSE,FALSE
T0005658,A000942,2025-07-15,Card Payment,26.99,1.54,Branch,FALSE,FALSE
T0005659,A001160,2025-02-19,ATM Withdrawal,461.36,2.06,Mobile App,FALSE,TRUE
T0005660,A000072,2025-09-27,Bank Transfer,2325.47,7.16,ATM,FALSE,FALSE
T0005661,A000957,2025-12-07,Investment Transfer,9782.44,25.35,Online Banking,FALSE,FALSE
T0005662,A002062,2025-11-17,Card Payment,3.0,0.1,Online Banking,FALSE,FALSE
T0005663,A001757,2025-07-10,Card Payment,313.05,2.5,Branch,FALSE,FALSE
T0005664,A001974,2025-08-16,Bank Transfer,1032.6,3.76,Branch,FALSE,FALSE
T0005665,A000114,2025-05-01,Direct Debit,1424.77,3.43,Card,FALSE,FALSE
T0005666,A001672,2025-09-13,Card Payment,1208.94,2.38,Mobile App,FALSE,FALSE
T0005667,A002244,2025-10-01,Card Payment,41.11,1.9,Branch,FALSE,FALSE
T0005668,A002151,2025-04-22,Card Payment,39.53,1.91,Online Banking,FALSE,FALSE
T0005669,A000846,2025-02-12,Card Payment,2192.21,4.71,Online Banking,FALSE,FALSE
T0005670,A002307,2025-10-27,Investment Transfer,3491.44,10.26,Card,FALSE,FALSE
T0005671,A000189,2025-12-05,Salary Payment,3146.03,7.12,Mobile App,FALSE,FALSE
T0005672,A000826,2025-05-07,Card Payment,214.05,0.91,Online Banking,FALSE,FALSE
T0005673,A001048,2025-08-30,Direct Debit,368.44,1.11,Mobile App,FALSE,FALSE
T0005674,A000380,2025-12-22,Card Payment,20.23,1.56,Mobile App,FALSE,FALSE
T0005675,A001604,2025-07-30,Loan Payment,460.73,3.0,Branch,FALSE,FALSE
T0005676,A000006,2025-08-30,Salary Payment,7062.69,12.55,Branch,FALSE,FALSE
T0005677,A001410,2025-01-22,Bank Transfer,2518.85,6.8,Mobile App,FALSE,TRUE
T0005678,A002165,2025-04-19,Card Payment,92.73,1.33,Mobile App,TRUE,FALSE
T0005679,A001045,2025-10-03,Card Payment,163.38,0.34,Mobile App,FALSE,FALSE
T0005680,A001835,2025-01-11,Card Payment,150.17,0.91,Online Banking,FALSE,FALSE
T0005681,A001114,2025-12-02,Card Payment,15.83,0.88,Mobile App,FALSE,FALSE
T0005682,A001255,2025-03-30,Card Payment,20.08,0.84,Branch,FALSE,FALSE
T0005683,A000152,2025-01-22,Bank Transfer,4642.88,13.51,Mobile App,FALSE,FALSE
T0005684,A001171,2025-02-20,Card Payment,91.99,2.23,Online Banking,FALSE,FALSE
T0005685,A000991,2025-01-03,ATM Withdrawal,289.79,2.33,Online Banking,FALSE,FALSE
T0005686,A000860,2025-01-24,Card Payment,705.37,1.58,Mobile App,FALSE,FALSE
T0005687,A001233,2025-11-26,Card Payment,22.65,1.56,Mobile App,FALSE,FALSE
T0005688,A001154,2025-01-12,ATM Withdrawal,95.52,2.46,Online Banking,FALSE,FALSE
T0005689,A002138,2025-07-30,Bank Transfer,1494.55,3.98,Card,FALSE,FALSE
T0005690,A002076,2025-07-28,Loan Payment,1137.9,5.05,Card,TRUE,TRUE
T0005691,A002060,2025-09-28,Direct Debit,306.75,2.31,Branch,FALSE,FALSE
T0005692,A001818,2025-05-01,Bank Transfer,6239.17,15.89,Branch,FALSE,FALSE
T0005693,A001441,2025-12-10,Card Payment,169.15,2.53,Online Banking,FALSE,FALSE
T0005694,A001597,2025-09-27,Direct Debit,157.31,0.93,Online Banking,FALSE,FALSE
T0005695,A000893,2025-03-25,ATM Withdrawal,132.57,1.62,Mobile App,FALSE,FALSE
T0005696,A000142,2025-12-09,Card Payment,116.76,0.66,Online Banking,FALSE,FALSE
T0005697,A000548,2025-05-22,Card Payment,271.43,1.03,Online Banking,FALSE,FALSE
T0005698,A000747,2025-05-12,Bank Transfer,486.03,1.95,Online Banking,FALSE,FALSE
T0005699,A001850,2025-05-01,Bank Transfer,408.57,2.75,Online Banking,FALSE,FALSE
T0005700,A000286,2025-12-30,Salary Payment,5797.1,9.34,Mobile App,FALSE,FALSE
T0005701,A000023,2025-11-24,ATM Withdrawal,413.85,1.34,Online Banking,FALSE,FALSE
T0005702,A000748,2025-09-12,ATM Withdrawal,378.53,2.44,Mobile App,FALSE,FALSE
T0005703,A001577,2025-12-12,Bank Transfer,17711.36,45.21,Mobile App,FALSE,FALSE
T0005704,A001582,2025-09-16,Loan Payment,2786.97,4.21,Mobile App,FALSE,FALSE
T0005705,A001363,2025-12-02,Card Payment,53.91,0.3,Branch,FALSE,FALSE
T0005706,A000435,2025-07-30,Salary Payment,1592.7,4.68,Mobile App,FALSE,FALSE
T0005707,A001616,2025-12-10,Card Payment,10.96,0.91,Online Banking,FALSE,TRUE
T0005708,A000891,2025-06-20,Salary Payment,3194.28,5.05,Mobile App,FALSE,FALSE
T0005709,A000103,2025-09-04,Card Payment,60.85,2.41,Mobile App,FALSE,FALSE
T0005710,A000420,2025-03-06,Card Payment,40.7,1.45,Card,FALSE,FALSE
T0005711,A001578,2025-01-19,Bank Transfer,1277.31,5.59,Online Banking,FALSE,FALSE
T0005712,A000677,2025-08-30,Investment Transfer,11151.73,29.76,Mobile App,FALSE,FALSE
T0005713,A001942,2025-02-16,Bank Transfer,519.05,1.64,Card,FALSE,FALSE
T0005714,A001751,2025-04-22,ATM Withdrawal,215.58,1.84,Mobile App,FALSE,FALSE
T0005715,A000498,2025-01-02,Direct Debit,312.75,2.07,Online Banking,FALSE,FALSE
T0005716,A002143,2025-07-02,Bank Transfer,1300.03,5.73,Branch,FALSE,FALSE
T0005717,A001989,2025-12-26,Bank Transfer,2404.67,14.31,ATM,TRUE,FALSE
T0005718,A001605,2025-12-23,Card Payment,35.77,1.88,Mobile App,FALSE,FALSE
T0005719,A000499,2025-09-15,Loan Payment,2739.73,12.45,Online Banking,TRUE,FALSE
T0005720,A001240,2025-03-30,Salary Payment,17321.54,26.57,Card,FALSE,FALSE
T0005721,A000590,2025-06-30,Direct Debit,207.89,0.74,Online Banking,FALSE,FALSE
T0005722,A000090,2025-05-25,Card Payment,40.57,0.3,Mobile App,TRUE,FALSE
T0005723,A001833,2025-01-12,ATM Withdrawal,922.82,3.23,Online Banking,FALSE,FALSE
T0005724,A002331,2025-08-28,Salary Payment,6751.76,11.52,Mobile App,FALSE,FALSE
T0005725,A001603,2025-05-26,Loan Payment,884.59,2.47,Mobile App,FALSE,FALSE
T0005726,A000144,2025-11-01,Card Payment,97.87,2.04,Card,FALSE,FALSE
T0005727,A001533,2025-06-08,Bank Transfer,2405.93,7.82,Online Banking,FALSE,FALSE
T0005728,A001013,2025-08-28,Bank Transfer,2816.49,8.83,Online Banking,FALSE,FALSE
T0005729,A001392,2025-10-18,Direct Debit,573.33,2.38,Mobile App,FALSE,FALSE
T0005730,A001316,2025-06-28,Loan Payment,1510.64,4.31,Card,FALSE,FALSE
T0005731,A000875,2025-10-06,Direct Debit,199.27,2.72,Online Banking,FALSE,FALSE
T0005732,A001244,2025-10-22,Card Payment,470.96,2.92,Mobile App,FALSE,FALSE
T0005733,A000439,2025-12-06,Direct Debit,78.64,1.81,Card,FALSE,FALSE
T0005734,A000280,2025-09-02,Direct Debit,184.26,2.68,Card,FALSE,FALSE
T0005735,A001303,2025-05-08,ATM Withdrawal,219.81,0.91,Mobile App,FALSE,FALSE
T0005736,A001988,2025-04-19,Salary Payment,6967.25,10.81,Mobile App,FALSE,FALSE
T0005737,A002174,2025-08-30,Card Payment,38.96,1.17,Mobile App,FALSE,FALSE
T0005738,A000523,2025-10-06,Card Payment,269.45,2.32,Online Banking,FALSE,FALSE
T0005739,A000617,2025-06-02,Bank Transfer,1698.52,6.56,Branch,FALSE,FALSE
T0005740,A002243,2025-01-11,Card Payment,71.55,1.37,Card,FALSE,FALSE
T0005741,A001256,2025-02-06,Loan Payment,1554.7,4.48,Mobile App,FALSE,FALSE
T0005742,A000311,2025-02-23,Card Payment,117.73,2.02,Mobile App,FALSE,FALSE
T0005743,A001483,2025-09-02,Card Payment,371.36,2.58,Online Banking,TRUE,FALSE
T0005744,A000649,2025-02-23,Card Payment,70.37,1.58,Online Banking,FALSE,FALSE
T0005745,A000585,2025-05-04,Salary Payment,1667.72,3.3,Online Banking,FALSE,FALSE
T0005746,A000601,2025-10-29,Card Payment,96.36,0.84,Mobile App,FALSE,FALSE
T0005747,A001576,2025-10-23,Bank Transfer,21522.52,54.78,Branch,FALSE,FALSE
T0005748,A001080,2025-03-03,Direct Debit,94.54,1.11,Online Banking,FALSE,FALSE
T0005749,A001910,2025-12-02,Card Payment,1271.67,4.03,ATM,FALSE,FALSE
T0005750,A000634,2025-12-30,Bank Transfer,15505.03,41.1,Online Banking,FALSE,FALSE
T0005751,A002113,2025-07-24,Card Payment,85.86,1.09,Branch,FALSE,FALSE
T0005752,A001042,2025-02-27,Direct Debit,287.66,2.91,Mobile App,FALSE,FALSE
T0005753,A000897,2025-08-01,Card Payment,120.66,0.81,Online Banking,FALSE,FALSE
T0005754,A001883,2025-05-04,ATM Withdrawal,223.79,1.26,Online Banking,FALSE,FALSE
T0005755,A000174,2025-03-13,Bank Transfer,7545.52,19.28,Online Banking,FALSE,FALSE
T0005756,A000885,2025-12-26,Direct Debit,143.58,1.89,Online Banking,TRUE,FALSE
T0005757,A000946,2025-05-07,Card Payment,2.67,0.31,Mobile App,FALSE,FALSE
T0005758,A001525,2025-10-27,ATM Withdrawal,697.41,1.85,Mobile App,FALSE,FALSE
T0005759,A001888,2025-06-04,Direct Debit,394.52,3.0,Mobile App,FALSE,FALSE
T0005760,A001352,2025-10-19,Bank Transfer,1076.62,3.31,Mobile App,FALSE,FALSE
T0005761,A000118,2025-02-28,Card Payment,2.45,2.02,Card,FALSE,FALSE
T0005762,A000610,2025-10-07,Card Payment,51.12,0.72,Online Banking,FALSE,FALSE
T0005763,A001517,2025-05-29,Card Payment,76.85,0.68,Card,FALSE,FALSE
T0005764,A000222,2025-04-01,Direct Debit,249.57,3.39,Card,TRUE,FALSE
T0005765,A001606,2025-09-03,Loan Payment,2751.53,5.83,Online Banking,FALSE,FALSE
T0005766,A000253,2025-11-01,Bank Transfer,1209.93,4.82,Online Banking,FALSE,FALSE
T0005767,A000405,2025-08-21,Bank Transfer,1285.53,4.89,Card,FALSE,FALSE
T0005768,A002188,2025-11-22,ATM Withdrawal,334.36,3.23,Online Banking,FALSE,FALSE
T0005769,A001459,2025-03-23,Direct Debit,358.64,1.25,ATM,FALSE,FALSE
T0005770,A000028,2025-07-12,Direct Debit,169.91,3.16,Online Banking,TRUE,FALSE
T0005771,A002239,2025-01-25,Direct Debit,2332.24,3.89,Card,FALSE,FALSE
T0005772,A000631,2025-02-16,Bank Transfer,248.24,2.73,Branch,FALSE,FALSE
T0005773,A000793,2025-09-29,Direct Debit,43.92,1.32,Card,FALSE,FALSE
T0005774,A001328,2025-05-27,Direct Debit,202.09,1.85,Mobile App,FALSE,FALSE
T0005775,A001985,2025-03-26,Salary Payment,3537.92,14.97,Branch,TRUE,FALSE
T0005776,A001900,2025-01-07,Loan Payment,2147.39,4.24,Card,FALSE,FALSE
T0005777,A000545,2025-10-07,Card Payment,120.13,1.06,Mobile App,FALSE,FALSE
T0005778,A001217,2025-10-19,Salary Payment,29182.16,44.23,Online Banking,FALSE,FALSE
T0005779,A001268,2025-08-02,Salary Payment,9723.18,16.75,Mobile App,FALSE,FALSE
T0005780,A000847,2025-01-05,Bank Transfer,8252.34,22.07,Mobile App,FALSE,FALSE
T0005781,A000269,2025-04-21,ATM Withdrawal,2832.09,8.18,Online Banking,FALSE,FALSE
T0005782,A002286,2025-09-24,ATM Withdrawal,142.47,1.63,ATM,TRUE,FALSE
T0005783,A001886,2025-01-20,Investment Transfer,9014.36,24.46,Online Banking,FALSE,FALSE
T0005784,A002066,2025-02-16,Bank Transfer,3295.68,8.78,Mobile App,FALSE,FALSE
T0005785,A001719,2025-07-23,ATM Withdrawal,2009.75,5.68,Card,FALSE,FALSE
T0005786,A002186,2025-01-31,Bank Transfer,5092.25,13.2,Online Banking,FALSE,FALSE
T0005787,A001315,2025-10-31,Bank Transfer,2245.68,7.73,Card,FALSE,FALSE
T0005788,A002070,2025-11-16,Investment Transfer,6723.83,18.75,Mobile App,FALSE,TRUE
T0005789,A001879,2025-10-18,Card Payment,24.98,0.18,Online Banking,FALSE,FALSE
T0005790,A000120,2025-05-01,Card Payment,301.45,1.63,ATM,FALSE,FALSE
T0005791,A002119,2025-01-01,Card Payment,67.54,0.47,Branch,FALSE,FALSE
T0005792,A000284,2025-03-20,Salary Payment,5469.74,10.21,ATM,FALSE,FALSE
T0005793,A002309,2025-09-23,ATM Withdrawal,71.27,2.35,Mobile App,FALSE,FALSE
T0005794,A001659,2025-10-31,Card Payment,32.39,0.54,Mobile App,FALSE,FALSE
T0005795,A000146,2025-12-11,Bank Transfer,2267.39,6.57,Mobile App,FALSE,FALSE
T0005796,A000900,2025-06-22,Card Payment,94.88,0.9,Online Banking,FALSE,FALSE
T0005797,A000335,2025-05-24,Card Payment,56.35,0.53,Card,FALSE,FALSE
T0005798,A000708,2025-12-07,Salary Payment,3072.36,4.75,Online Banking,FALSE,FALSE
T0005799,A001401,2025-07-06,Card Payment,101.94,1.18,Card,FALSE,FALSE
T0005800,A000004,2025-08-06,Bank Transfer,3064.03,16.89,Online Banking,TRUE,FALSE
T0005801,A002248,2025-04-27,Card Payment,84.64,2.53,Online Banking,FALSE,FALSE
T0005802,A001475,2025-06-14,Card Payment,61.75,1.43,Mobile App,FALSE,FALSE
T0005803,A000401,2025-10-30,Bank Transfer,3307.08,10.25,Online Banking,FALSE,FALSE
T0005804,A000977,2025-06-01,Direct Debit,151.46,0.37,Card,FALSE,TRUE
T0005805,A000258,2025-06-23,Salary Payment,5402.07,8.33,Online Banking,FALSE,FALSE
T0005806,A000701,2025-06-12,Card Payment,370.86,1.09,Card,FALSE,FALSE
T0005807,A001713,2025-12-02,ATM Withdrawal,252.41,2.93,Mobile App,FALSE,FALSE
T0005808,A000651,2025-02-16,Card Payment,25.21,1.19,ATM,FALSE,FALSE
T0005809,A000452,2025-04-19,Card Payment,64.89,1.99,ATM,FALSE,FALSE
T0005810,A000500,2025-03-17,Loan Payment,503.13,1.16,Branch,FALSE,FALSE
T0005811,A002115,2025-03-31,Bank Transfer,4024.95,10.27,Branch,FALSE,FALSE
T0005812,A001957,2025-01-13,Salary Payment,7527.39,13.39,Online Banking,FALSE,FALSE
T0005813,A002120,2025-04-04,Card Payment,34.05,1.45,Mobile App,FALSE,FALSE
T0005814,A001684,2025-03-16,Direct Debit,373.2,2.29,Branch,FALSE,FALSE
T0005815,A000839,2025-02-01,ATM Withdrawal,83.53,1.53,Mobile App,FALSE,FALSE
T0005816,A001507,2025-09-04,Investment Transfer,11081.6,28.02,Online Banking,FALSE,FALSE
T0005817,A001379,2025-07-06,Card Payment,445.89,1.52,Online Banking,FALSE,FALSE
T0005818,A000962,2025-06-15,Loan Payment,1291.51,4.27,Mobile App,FALSE,FALSE
T0005819,A000027,2025-11-16,Bank Transfer,2653.06,7.47,Mobile App,FALSE,FALSE
T0005820,A001055,2025-07-23,Card Payment,121.96,2.07,Mobile App,FALSE,FALSE
T0005821,A000271,2025-03-28,Card Payment,30.21,1.83,Mobile App,FALSE,FALSE
T0005822,A001199,2025-01-24,Card Payment,65.63,0.27,Mobile App,FALSE,FALSE
T0005823,A001911,2025-08-17,Card Payment,653.27,1.04,Branch,FALSE,FALSE
T0005824,A000691,2025-06-23,Bank Transfer,4661.37,25.8,Online Banking,TRUE,FALSE
T0005825,A000412,2025-08-06,ATM Withdrawal,186.21,0.98,Online Banking,FALSE,FALSE
T0005826,A001935,2025-03-29,Salary Payment,8377.19,13.09,Mobile App,FALSE,FALSE
T0005827,A001954,2025-04-25,Loan Payment,1151.39,4.2,Online Banking,FALSE,FALSE
T0005828,A002234,2025-01-01,Card Payment,169.06,2.57,Card,FALSE,FALSE
T0005829,A001557,2025-07-04,Card Payment,16.44,1.52,Online Banking,FALSE,FALSE
T0005830,A000632,2025-01-07,ATM Withdrawal,99.06,2.2,Mobile App,FALSE,FALSE
T0005831,A001211,2025-10-27,Direct Debit,84.65,1.46,Online Banking,TRUE,TRUE
T0005832,A001439,2025-04-24,Card Payment,137.42,2.22,ATM,FALSE,FALSE
T0005833,A002279,2025-05-18,Card Payment,60.43,2.42,Mobile App,FALSE,FALSE
T0005834,A000159,2025-11-07,Card Payment,188.77,2.22,Branch,FALSE,FALSE
T0005835,A000116,2025-03-01,Card Payment,516.53,3.59,ATM,TRUE,FALSE
T0005836,A000419,2025-02-28,Salary Payment,13217.98,22.28,Online Banking,FALSE,FALSE
T0005837,A000282,2025-07-05,Card Payment,48.69,2.52,Branch,FALSE,FALSE
T0005838,A001288,2025-07-13,Bank Transfer,844.1,3.23,Online Banking,FALSE,FALSE
T0005839,A000533,2025-05-22,Bank Transfer,207.07,1.75,Card,FALSE,FALSE
T0005840,A000796,2025-03-24,ATM Withdrawal,278.27,2.9,Mobile App,FALSE,FALSE
T0005841,A001890,2025-02-09,Card Payment,203.47,0.37,Branch,FALSE,FALSE
T0005842,A002008,2025-12-24,ATM Withdrawal,106.86,0.86,Mobile App,FALSE,FALSE
T0005843,A000561,2025-11-26,Direct Debit,127.29,1.23,Mobile App,FALSE,FALSE
T0005844,A000019,2025-05-03,Loan Payment,1146.49,2.39,Mobile App,FALSE,FALSE
T0005845,A000103,2025-06-12,Direct Debit,102.53,1.14,Mobile App,FALSE,FALSE
T0005846,A001887,2025-06-15,Card Payment,33.94,1.15,Online Banking,FALSE,FALSE
T0005847,A000357,2025-08-08,Card Payment,24.17,1.62,Card,FALSE,FALSE
T0005848,A002297,2025-03-05,Card Payment,108.91,1.36,Branch,FALSE,FALSE
T0005849,A000866,2025-10-28,Investment Transfer,4521.3,13.15,Mobile App,FALSE,FALSE
T0005850,A001580,2025-10-26,Direct Debit,627.4,1.31,Mobile App,FALSE,FALSE
T0005851,A001094,2025-12-31,Bank Transfer,3177.79,9.68,Mobile App,FALSE,FALSE
T0005852,A001143,2025-05-02,Loan Payment,2569.9,5.04,ATM,FALSE,FALSE
T0005853,A002311,2025-07-17,Loan Payment,271.09,0.61,Mobile App,FALSE,FALSE
T0005854,A000719,2025-01-23,Card Payment,1.3,0.47,Online Banking,FALSE,FALSE
T0005855,A001761,2025-08-07,Bank Transfer,202.38,2.42,Mobile App,FALSE,FALSE
T0005856,A001127,2025-04-08,Bank Transfer,16749.3,43.92,Mobile App,FALSE,FALSE
T0005857,A001309,2025-08-11,Bank Transfer,4828.59,12.15,Card,FALSE,FALSE
T0005858,A000060,2025-04-17,Salary Payment,4853.11,8.75,Mobile App,FALSE,FALSE
T0005859,A000658,2025-12-04,Bank Transfer,2243.6,7.42,Mobile App,FALSE,FALSE
T0005860,A001917,2025-06-03,Card Payment,23.33,0.31,ATM,FALSE,FALSE
T0005861,A001779,2025-05-13,Card Payment,138.01,0.4,Mobile App,FALSE,FALSE
T0005862,A000645,2025-07-21,Card Payment,37.02,0.88,Mobile App,FALSE,FALSE
T0005863,A000545,2025-04-11,Bank Transfer,2579.65,8.54,Online Banking,FALSE,FALSE
T0005864,A000704,2025-10-26,ATM Withdrawal,5.32,1.92,Online Banking,FALSE,FALSE
T0005865,A001658,2025-10-21,Loan Payment,1034.73,3.15,Online Banking,FALSE,FALSE
T0005866,A000901,2025-09-14,ATM Withdrawal,292.94,2.39,Online Banking,FALSE,TRUE
T0005867,A000773,2025-02-22,ATM Withdrawal,22.1,0.06,Branch,FALSE,FALSE
T0005868,A000890,2025-01-31,Card Payment,233.53,0.71,Mobile App,FALSE,FALSE
T0005869,A000921,2025-02-19,Investment Transfer,15183.41,40.28,Mobile App,FALSE,FALSE
T0005870,A002137,2025-06-09,Direct Debit,90.14,2.12,Mobile App,FALSE,FALSE
T0005871,A000044,2025-05-19,Card Payment,927.35,3.01,Card,FALSE,FALSE
T0005872,A000865,2025-07-06,Bank Transfer,532.19,1.63,Mobile App,FALSE,FALSE
T0005873,A000335,2025-08-11,Bank Transfer,1986.07,6.59,Online Banking,FALSE,FALSE
T0005874,A000457,2025-12-13,Bank Transfer,2580.51,7.73,Mobile App,FALSE,FALSE
T0005875,A000758,2025-06-26,ATM Withdrawal,423.59,2.9,Branch,FALSE,FALSE
T0005876,A001076,2025-08-29,Direct Debit,48.71,0.75,Mobile App,FALSE,TRUE
T0005877,A001132,2025-12-30,ATM Withdrawal,331.79,3.12,Mobile App,FALSE,FALSE
T0005878,A001976,2025-03-08,Direct Debit,63.04,1.64,Mobile App,TRUE,FALSE
T0005879,A001566,2025-03-06,Card Payment,37.89,0.17,Mobile App,FALSE,FALSE
T0005880,A001092,2025-08-31,Card Payment,61.21,1.08,Mobile App,FALSE,FALSE
T0005881,A002026,2025-01-01,ATM Withdrawal,1789.08,5.15,Online Banking,FALSE,FALSE
T0005882,A000513,2025-07-07,ATM Withdrawal,13.02,1.42,Branch,FALSE,FALSE
T0005883,A001346,2025-06-09,Bank Transfer,1347.86,3.45,Branch,FALSE,FALSE
T0005884,A001772,2025-08-27,ATM Withdrawal,118.8,0.6,Mobile App,FALSE,FALSE
T0005885,A001779,2025-10-07,Bank Transfer,4571.24,12.84,Online Banking,FALSE,FALSE
T0005886,A001801,2025-03-17,Card Payment,25.73,1.67,Online Banking,TRUE,TRUE
T0005887,A002230,2025-04-18,Card Payment,122.65,0.89,Mobile App,FALSE,FALSE
T0005888,A000959,2025-12-13,ATM Withdrawal,146.56,0.62,Card,FALSE,FALSE
T0005889,A001212,2025-10-26,Salary Payment,8800.81,15.12,Mobile App,FALSE,FALSE
T0005890,A002053,2025-07-02,Card Payment,40.81,2.31,Mobile App,FALSE,FALSE
T0005891,A001828,2025-12-04,Bank Transfer,208.83,1.51,Mobile App,FALSE,FALSE
T0005892,A000024,2025-01-19,Loan Payment,10684.16,18.43,Online Banking,FALSE,FALSE
T0005893,A000498,2025-07-08,ATM Withdrawal,365.84,1.42,Card,FALSE,FALSE
T0005894,A001065,2025-05-31,Bank Transfer,42.35,1.54,ATM,TRUE,FALSE
T0005895,A001691,2025-06-03,Loan Payment,829.5,2.22,Mobile App,FALSE,FALSE
T0005896,A002334,2025-06-02,Direct Debit,116.72,1.04,ATM,FALSE,FALSE
T0005897,A000305,2025-02-23,Card Payment,105.75,0.65,Mobile App,FALSE,FALSE
T0005898,A000684,2025-12-12,Card Payment,217.51,0.53,Mobile App,FALSE,FALSE
T0005899,A000827,2025-06-21,Bank Transfer,1489.97,8.91,Mobile App,TRUE,FALSE
T0005900,A001600,2025-04-19,Card Payment,550.96,2.16,Mobile App,FALSE,FALSE
T0005901,A001762,2025-06-19,ATM Withdrawal,120.47,2.36,Mobile App,FALSE,FALSE
T0005902,A002043,2025-08-20,Bank Transfer,312.53,2.6,Mobile App,FALSE,FALSE
T0005903,A001611,2025-01-19,Bank Transfer,2205.67,6.23,Online Banking,FALSE,FALSE
T0005904,A001270,2025-09-30,Card Payment,100.98,1.97,Mobile App,FALSE,FALSE
T0005905,A001232,2025-08-09,Salary Payment,2106.08,4.72,Mobile App,FALSE,FALSE
T0005906,A000603,2025-10-20,Card Payment,449.44,1.53,Online Banking,FALSE,FALSE
T0005907,A002179,2025-11-06,Bank Transfer,1563.26,4.47,Online Banking,FALSE,FALSE
T0005908,A000409,2025-01-19,Bank Transfer,304.68,2.2,Online Banking,FALSE,FALSE
T0005909,A001234,2025-08-28,Card Payment,11.93,0.87,Card,FALSE,FALSE
T0005910,A002229,2025-12-22,Bank Transfer,1420.35,3.9,Online Banking,FALSE,FALSE
T0005911,A001738,2025-05-23,Salary Payment,1827.87,2.88,Mobile App,FALSE,FALSE
T0005912,A002103,2025-12-23,Card Payment,34.29,2.45,Online Banking,FALSE,FALSE
T0005913,A000715,2025-11-29,Card Payment,39.09,1.13,Mobile App,FALSE,FALSE
T0005914,A001514,2025-08-31,Card Payment,1358.97,2.29,Card,FALSE,FALSE
T0005915,A002273,2025-09-15,ATM Withdrawal,745.21,2.9,Card,FALSE,FALSE
T0005916,A000377,2025-10-23,Direct Debit,130.12,1.84,ATM,FALSE,FALSE
T0005917,A000332,2025-03-18,Card Payment,147.56,2.28,Mobile App,FALSE,FALSE
T0005918,A001677,2025-11-18,Card Payment,119.18,2.29,Mobile App,FALSE,FALSE
T0005919,A001640,2025-03-19,Investment Transfer,1059.77,4.2,Online Banking,FALSE,FALSE
T0005920,A000964,2025-12-14,Investment Transfer,4427.91,12.13,Branch,FALSE,TRUE
T0005921,A001458,2025-08-18,Card Payment,237.05,1.28,Mobile App,FALSE,FALSE
T0005922,A001769,2025-10-17,Bank Transfer,4593.46,23.5,Online Banking,TRUE,FALSE
T0005923,A001976,2025-07-11,Card Payment,145.42,1.28,Online Banking,TRUE,FALSE
T0005924,A000558,2025-05-26,Direct Debit,33.65,0.26,Mobile App,FALSE,FALSE
