customer_id,customer_name,age,gender,country,city,customer_segment,risk_level,onboarding_date
C00348,Customer 00348,63,Male,Finland,Espoo,SME,Low,2016-04-17
C00349,Customer 00349,63,Male,Finland,Turku,Retail,Low,2018-11-14
C00350,Customer 00350,63,Female,Finland,Jyväskylä,Retail,Low,2019-04-16
C00351,Customer 00351,57,Female,Finland,Helsinki,SME,Medium,2016-02-10
C00352,Customer 00352,47,Female,Finland,Jyväskylä,SME,Medium,2020-11-29
C00353,Customer 00353,72,Female,Finland,Kuopio,Retail,Low,2017-01-06
C00354,Customer 00354,46,Female,Finland,Vaasa,Retail,Medium,2020-12-31
C00355,Customer 00355,55,Male,Finland,Helsinki,SME,Low,2020-11-24
C00356,Customer 00356,54,Male,Finland,Espoo,Retail,Low,2019-02-06
C00357,Customer 00357,29,Male,Finland,Tampere,Retail,Low,2020-07-21
C00358,Customer 00358,39,Female,Finland,Vaasa,SME,Medium,2018-10-16
C00359,Customer 00359,45,Female,Finland,Turku,SME,Medium,2022-12-18
C00360,Customer 00360,45,Female,Finland,Kuopio,Premium,Low,2023-10-05
C00361,Customer 00361,48,Male,Finland,Jyväskylä,Corporate,Medium,2024-05-27
C00362,Customer 00362,29,Female,Finland,Tampere,Student,Low,2019-07-17
C00363,Customer 00363,48,Female,Finland,Oulu,SME,Low,2023-10-31
C00364,Customer 00364,40,Male,Finland,Jyväskylä,SME,Low,2024-11-15
C00365,Customer 00365,65,Male,Finland,Oulu,Premium,Medium,2023-04-16
C00366,Customer 00366,25,Female,Finland,Espoo,Retail,Medium,2019-12-22
C00367,Customer 00367,54,Male,Finland,Turku,SME,Low,2019-02-18
C00368,Customer 00368,70,Male,Finland,Vaasa,Retail,Low,2021-01-16
C00369,Customer 00369,39,Male,Finland,Espoo,Retail,Medium,2022-12-04
C00370,Customer 00370,49,Male,Finland,Kuopio,Retail,Low,2020-05-08
C00371,Customer 00371,68,Female,Finland,Oulu,Premium,Low,2015-04-30
C00372,Customer 00372,57,Male,Finland,Turku,Retail,High,2023-05-28
C00373,Customer 00373,43,Male,Finland,Espoo,Premium,Low,2020-12-13
C00374,Customer 00374,73,Female,Finland,Oulu,Retail,Low,2018-04-21
C00375,Customer 00375,61,Male,Estonia,Tallinn,Corporate,Medium,2021-09-10
C00376,Customer 00376,72,Female,Finland,Jyväskylä,Retail,Low,2016-10-18
C00377,Customer 00377,57,Female,Finland,Turku,SME,High,2018-07-04
C00378,Customer 00378,69,Female,Finland,Oulu,Retail,High,2022-02-03
C00379,Customer 00379,54,Other/Not specified,Finland,Helsinki,Corporate,Medium,2016-06-27
C00380,Customer 00380,22,Female,Finland,Turku,Student,Medium,2024-04-28
C00381,Customer 00381,59,Female,Finland,Kuopio,Retail,Medium,2022-06-04
C00382,Customer 00382,55,Male,Finland,Espoo,Corporate,Medium,2020-08-19
C00383,Customer 00383,73,Female,Finland,Helsinki,Retail,Medium,2018-09-29
C00384,Customer 00384,73,Male,Finland,Oulu,Retail,Low,2017-11-18
C00385,Customer 00385,63,Female,Finland,Vaasa,Retail,Low,2018-11-13
C00386,Customer 00386,62,Female,Finland,Jyväskylä,Retail,High,2018-06-03
C00387,Customer 00387,53,Female,Sweden,Stockholm,SME,Low,2023-10-23
C00388,Customer 00388,26,Male,Finland,Oulu,Retail,Low,2022-09-11
C00389,Customer 00389,24,Female,Finland,Helsinki,Student,Low,2015-01-27
C00390,Customer 00390,20,Female,Finland,Turku,Student,Low,2017-01-28
C00391,Customer 00391,56,Female,Estonia,Tallinn,SME,Low,2016-07-14
C00392,Customer 00392,27,Female,Finland,Oulu,Retail,Medium,2018-11-05
C00393,Customer 00393,49,Female,Finland,Kuopio,SME,Medium,2019-01-19
C00394,Customer 00394,30,Female,Finland,Turku,Retail,Low,2023-04-22
C00395,Customer 00395,67,Male,Finland,Vaasa,SME,Low,2022-12-06
C00396,Customer 00396,57,Female,Finland,Oulu,SME,Medium,2021-03-21
C00397,Customer 00397,23,Female,Finland,Oulu,Student,Low,2018-07-29
C00398,Customer 00398,42,Male,Estonia,Tallinn,Retail,Low,2023-03-22
C00399,Customer 00399,62,Male,Finland,Tampere,SME,High,2024-06-20
C00400,Customer 00400,41,Female,Finland,Vaasa,Retail,Low,2021-05-23
C00401,Customer 00401,29,Male,Finland,Vaasa,Retail,Low,2018-01-18
C00402,Customer 00402,53,Female,Finland,Kuopio,Premium,Low,2018-03-09
C00403,Customer 00403,52,Female,Estonia,Tallinn,Retail,Low,2020-02-15
C00404,Customer 00404,18,Male,Finland,Tampere,Student,Low,2017-09-01
C00405,Customer 00405,27,Female,Finland,Jyväskylä,Retail,Medium,2019-07-27
C00406,Customer 00406,19,Male,Sweden,Stockholm,Student,Low,2023-04-06
C00407,Customer 00407,46,Male,Finland,Kuopio,Premium,High,2021-08-25
C00408,Customer 00408,39,Male,Finland,Turku,Retail,Low,2019-02-08
C00409,Customer 00409,40,Female,Sweden,Stockholm,Retail,Low,2021-12-10
C00410,Customer 00410,32,Female,Sweden,Stockholm,Premium,Low,2022-09-20
C00411,Customer 00411,44,Male,Estonia,Tallinn,Retail,Low,2021-02-14
C00412,Customer 00412,41,Male,Finland,Turku,Retail,Medium,2020-03-08
C00413,Customer 00413,36,Male,Finland,Tampere,Premium,Medium,2021-05-25
C00414,Customer 00414,68,Female,Estonia,Tallinn,SME,Low,2015-08-29
C00415,Customer 00415,64,Female,Finland,Tampere,Retail,Low,2017-08-18
C00416,Customer 00416,68,Female,Estonia,Tallinn,SME,Low,2017-03-06
C00417,Customer 00417,64,Female,Sweden,Stockholm,Retail,Low,2015-09-26
C00418,Customer 00418,20,Female,Finland,Espoo,Student,Medium,2018-08-22
C00419,Customer 00419,43,Other/Not specified,Finland,Helsinki,Retail,Medium,2020-09-24
C00420,Customer 00420,45,Female,Estonia,Tallinn,Premium,Low,2016-08-31
C00421,Customer 00421,47,Female,Finland,Oulu,SME,Low,2015-09-14
C00422,Customer 00422,39,Female,Finland,Vaasa,Retail,Medium,2021-08-09
C00423,Customer 00423,40,Male,Finland,Helsinki,SME,Medium,2017-06-25
C00424,Customer 00424,63,Female,Finland,Oulu,Retail,Medium,2020-10-23
C00425,Customer 00425,64,Male,Finland,Turku,SME,High,2019-02-25
C00426,Customer 00426,51,Female,Finland,Tampere,Retail,Low,2016-07-15
C00427,Customer 00427,40,Male,Finland,Helsinki,Retail,Medium,2017-09-30
C00428,Customer 00428,61,Male,Finland,Turku,Retail,Medium,2020-06-23
C00429,Customer 00429,70,Male,Finland,Tampere,Retail,Low,2023-06-10
C00430,Customer 00430,54,Male,Finland,Vaasa,Retail,Medium,2018-05-27
C00431,Customer 00431,53,Female,Finland,Oulu,SME,Medium,2015-08-10
C00432,Customer 00432,29,Male,Finland,Jyväskylä,Student,Low,2024-11-14
C00433,Customer 00433,59,Male,Finland,Jyväskylä,Retail,Medium,2016-01-27
C00434,Customer 00434,33,Female,Finland,Oulu,Retail,Medium,2018-05-28
C00435,Customer 00435,26,Female,Finland,Helsinki,Student,Low,2020-04-22
C00436,Customer 00436,49,Female,Finland,Vaasa,SME,Low,2016-07-06
C00437,Customer 00437,36,Male,Sweden,Stockholm,Retail,Low,2023-05-09
C00438,Customer 00438,31,Female,Sweden,Stockholm,Retail,Low,2015-03-28
C00439,Customer 00439,18,Male,Finland,Tampere,Student,Low,2021-04-10
C00440,Customer 00440,61,Male,Finland,Vaasa,Retail,Medium,2019-02-08
C00441,Customer 00441,49,Male,Finland,Kuopio,Retail,Low,2020-02-16
C00442,Customer 00442,36,Female,Finland,Oulu,Retail,Low,2018-09-26
C00443,Customer 00443,64,Female,Finland,Espoo,Retail,Low,2020-09-06
C00444,Customer 00444,34,Female,Sweden,Stockholm,Retail,Medium,2022-03-11
C00445,Customer 00445,65,Female,Sweden,Stockholm,SME,Medium,2023-03-24
C00446,Customer 00446,66,Female,Finland,Oulu,Corporate,Low,2023-02-04
C00447,Customer 00447,69,Female,Finland,Kuopio,Retail,Low,2024-06-19
C00448,Customer 00448,40,Male,Finland,Kuopio,SME,Low,2019-05-15
C00449,Customer 00449,59,Male,Finland,Turku,SME,Medium,2015-02-18
C00450,Customer 00450,19,Male,Finland,Vaasa,Student,Low,2019-11-03
C00451,Customer 00451,57,Male,Finland,Jyväskylä,Retail,Low,2022-08-22
C00452,Customer 00452,59,Female,Finland,Kuopio,Premium,Low,2019-04-30
C00453,Customer 00453,74,Male,Finland,Kuopio,Premium,Low,2021-12-25
C00454,Customer 00454,58,Female,Sweden,Stockholm,Retail,Medium,2024-03-17
C00455,Customer 00455,66,Female,Finland,Turku,SME,High,2016-11-16
C00456,Customer 00456,36,Female,Finland,Kuopio,Premium,Low,2023-07-29
C00457,Customer 00457,35,Female,Estonia,Tallinn,Premium,Low,2020-10-19
C00458,Customer 00458,52,Male,Finland,Espoo,Retail,Low,2021-04-12
C00459,Customer 00459,47,Male,Finland,Jyväskylä,Corporate,Low,2021-11-24
C00460,Customer 00460,71,Female,Finland,Vaasa,Retail,High,2019-09-30
C00461,Customer 00461,53,Female,Finland,Tampere,Retail,Low,2017-11-30
C00462,Customer 00462,35,Male,Estonia,Tallinn,SME,Low,2021-04-24
C00463,Customer 00463,39,Female,Finland,Helsinki,SME,High,2019-07-14
C00464,Customer 00464,68,Female,Finland,Kuopio,Retail,Low,2021-03-07
C00465,Customer 00465,67,Male,Finland,Turku,Retail,Low,2015-03-15
C00466,Customer 00466,26,Female,Finland,Vaasa,Student,Medium,2023-07-06
C00467,Customer 00467,28,Female,Finland,Tampere,Retail,Low,2015-02-04
C00468,Customer 00468,50,Female,Finland,Oulu,Retail,Medium,2022-11-16
C00469,Customer 00469,21,Male,Estonia,Tallinn,Student,Low,2022-11-20
C00470,Customer 00470,70,Female,Estonia,Tallinn,Retail,Medium,2016-08-23
C00471,Customer 00471,70,Female,Finland,Oulu,Premium,Low,2017-09-29
C00472,Customer 00472,46,Female,Finland,Turku,Retail,Low,2019-07-23
C00473,Customer 00473,74,Male,Finland,Tampere,Retail,Low,2020-03-29
C00474,Customer 00474,58,Male,Estonia,Tallinn,Retail,High,2022-04-13
C00475,Customer 00475,27,Female,Estonia,Tallinn,Retail,Medium,2018-11-13
C00476,Customer 00476,63,Female,Estonia,Tallinn,Premium,Low,2017-02-16
C00477,Customer 00477,30,Female,Finland,Vaasa,Retail,Low,2017-08-16
C00478,Customer 00478,40,Male,Finland,Oulu,SME,Low,2016-07-08
C00479,Customer 00479,65,Female,Finland,Helsinki,Retail,Low,2023-09-12
C00480,Customer 00480,49,Male,Finland,Oulu,Retail,Low,2022-01-04
C00481,Customer 00481,30,Male,Finland,Vaasa,Retail,Medium,2022-11-07
C00482,Customer 00482,25,Female,Finland,Kuopio,Student,Medium,2020-11-25
C00483,Customer 00483,53,Male,Finland,Espoo,Retail,Medium,2015-11-15
C00484,Customer 00484,45,Female,Finland,Kuopio,Retail,Low,2019-07-23
C00485,Customer 00485,47,Male,Finland,Turku,Premium,Low,2018-03-29
C00486,Customer 00486,61,Female,Sweden,Stockholm,Retail,Medium,2023-07-14
C00487,Customer 00487,37,Male,Estonia,Tallinn,Corporate,Medium,2017-08-09
C00488,Customer 00488,46,Female,Finland,Tampere,Corporate,Medium,2019-01-23
C00489,Customer 00489,59,Female,Finland,Espoo,SME,Medium,2016-11-15
C00490,Customer 00490,63,Female,Estonia,Tallinn,Retail,Low,2021-12-04
C00491,Customer 00491,38,Male,Finland,Vaasa,Premium,Low,2018-09-21
C00492,Customer 00492,66,Male,Sweden,Stockholm,SME,Low,2020-10-20
C00493,Customer 00493,70,Male,Finland,Tampere,Retail,Low,2016-01-28
C00494,Customer 00494,38,Male,Finland,Oulu,SME,Low,2022-03-31
C00495,Customer 00495,63,Female,Finland,Kuopio,Premium,Low,2020-05-09
C00496,Customer 00496,34,Female,Finland,Espoo,SME,High,2024-09-09
C00497,Customer 00497,36,Female,Finland,Oulu,Corporate,Low,2020-10-21
C00498,Customer 00498,54,Female,Finland,Kuopio,Retail,Medium,2018-03-31
C00499,Customer 00499,46,Male,Finland,Helsinki,Premium,Low,2022-09-16
C00500,Customer 00500,63,Female,Estonia,Tallinn,Retail,Medium,2017-10-24
C00501,Customer 00501,26,Male,Finland,Kuopio,Retail,Low,2015-09-10
C00502,Customer 00502,52,Male,Finland,Turku,Retail,Low,2023-02-14
C00503,Customer 00503,56,Female,Finland,Espoo,SME,Low,2023-03-29
C00504,Customer 00504,51,Female,Finland,Tampere,Retail,Low,2017-02-02
C00505,Customer 00505,63,Male,Finland,Vaasa,SME,Medium,2021-10-17
C00506,Customer 00506,71,Female,Finland,Espoo,Premium,Low,2015-12-04
C00507,Customer 00507,36,Male,Finland,Jyväskylä,Retail,Low,2019-02-25
C00508,Customer 00508,46,Female,Finland,Oulu,Retail,Low,2020-10-11
C00509,Customer 00509,40,Female,Finland,Oulu,Retail,Low,2021-02-01
C00510,Customer 00510,23,Male,Finland,Jyväskylä,Student,Low,2015-02-21
C00511,Customer 00511,41,Female,Finland,Espoo,Retail,Low,2024-07-03
C00512,Customer 00512,69,Male,Finland,Kuopio,Retail,Low,2018-04-21
C00513,Customer 00513,21,Male,Finland,Jyväskylä,Student,Medium,2023-11-15
C00514,Customer 00514,65,Female,Finland,Jyväskylä,Premium,Medium,2019-11-01
C00515,Customer 00515,58,Female,Finland,Vaasa,Retail,Low,2023-04-26
C00516,Customer 00516,54,Female,Finland,Vaasa,Premium,Low,2018-11-16
C00517,Customer 00517,34,Female,Finland,Oulu,Retail,Low,2023-03-14
C00518,Customer 00518,47,Female,Finland,Turku,Retail,Medium,2018-01-26
C00519,Customer 00519,39,Other/Not specified,Finland,Turku,Corporate,Medium,2018-11-29
C00520,Customer 00520,58,Male,Finland,Turku,SME,Medium,2018-05-07
C00521,Customer 00521,54,Female,Finland,Helsinki,Retail,Medium,2015-02-20
C00522,Customer 00522,39,Female,Finland,Oulu,Retail,Low,2024-04-27
C00523,Customer 00523,57,Female,Finland,Espoo,Retail,High,2020-10-17
C00524,Customer 00524,23,Female,Finland,Kuopio,Student,Low,2019-04-22
C00525,Customer 00525,27,Female,Finland,Oulu,Student,Medium,2024-10-18
C00526,Customer 00526,21,Male,Finland,Vaasa,Student,Low,2016-01-15
C00527,Customer 00527,28,Male,Finland,Oulu,Retail,Low,2015-03-07
C00528,Customer 00528,28,Female,Finland,Espoo,Student,Low,2021-07-25
C00529,Customer 00529,77,Male,Finland,Tampere,Premium,Low,2023-08-05
C00530,Customer 00530,76,Male,Estonia,Tallinn,Premium,Low,2021-08-18
C00531,Customer 00531,49,Male,Finland,Kuopio,Corporate,High,2019-11-23
C00532,Customer 00532,47,Male,Finland,Espoo,Retail,Low,2016-04-25
C00533,Customer 00533,67,Male,Finland,Helsinki,SME,Low,2015-09-05
C00534,Customer 00534,22,Female,Finland,Helsinki,Student,Medium,2019-03-02
C00535,Customer 00535,43,Male,Finland,Helsinki,Retail,Low,2022-08-31
C00536,Customer 00536,30,Male,Finland,Oulu,Retail,Low,2018-02-25
C00537,Customer 00537,74,Female,Finland,Tampere,Premium,Low,2021-06-23
C00538,Customer 00538,28,Male,Finland,Oulu,Retail,Low,2019-06-17
C00539,Customer 00539,60,Male,Finland,Oulu,Retail,High,2024-11-08
C00540,Customer 00540,48,Female,Finland,Espoo,Retail,Low,2015-05-07
C00541,Customer 00541,63,Female,Finland,Turku,Corporate,High,2023-07-26
C00542,Customer 00542,43,Female,Finland,Turku,Premium,Medium,2016-05-08
C00543,Customer 00543,68,Male,Finland,Oulu,Retail,Low,2024-04-24
C00544,Customer 00544,42,Male,Finland,Espoo,SME,Medium,2018-12-10
C00545,Customer 00545,70,Male,Sweden,Stockholm,Retail,Low,2018-12-26
C00546,Customer 00546,38,Male,Finland,Turku,Retail,Medium,2020-01-16
C00547,Customer 00547,66,Female,Finland,Helsinki,Premium,Low,2022-04-01
C00548,Customer 00548,23,Female,Estonia,Tallinn,Student,Low,2024-04-21
C00549,Customer 00549,48,Male,Finland,Turku,Retail,Low,2024-05-05
C00550,Customer 00550,18,Male,Finland,Tampere,Student,Low,2021-07-05
C00551,Customer 00551,64,Female,Finland,Kuopio,SME,Low,2024-07-25
C00552,Customer 00552,54,Male,Finland,Helsinki,SME,Medium,2021-08-01
C00553,Customer 00553,31,Female,Sweden,Stockholm,Retail,Medium,2023-06-13
C00554,Customer 00554,26,Male,Finland,Oulu,Retail,Low,2019-06-18
C00555,Customer 00555,33,Male,Finland,Vaasa,SME,Medium,2017-04-04
C00556,Customer 00556,67,Female,Finland,Helsinki,Corporate,Low,2020-12-08
C00557,Customer 00557,57,Male,Finland,Turku,SME,Low,2015-11-18
C00558,Customer 00558,66,Female,Finland,Tampere,Retail,Low,2024-12-02
C00559,Customer 00559,67,Male,Finland,Tampere,Premium,Low,2019-11-20
C00560,Customer 00560,67,Female,Finland,Vaasa,Retail,Low,2022-09-02
C00561,Customer 00561,65,Male,Estonia,Tallinn,Retail,Low,2016-02-26
C00562,Customer 00562,59,Female,Estonia,Tallinn,SME,Low,2018-07-29
C00563,Customer 00563,28,Female,Finland,Jyväskylä,SME,Low,2019-09-13
C00564,Customer 00564,32,Male,Estonia,Tallinn,SME,Medium,2015-04-18
C00565,Customer 00565,41,Male,Finland,Turku,Premium,Medium,2016-09-26
C00566,Customer 00566,42,Male,Finland,Vaasa,SME,Low,2016-06-17
C00567,Customer 00567,52,Male,Finland,Oulu,Retail,Medium,2019-05-18
C00568,Customer 00568,34,Male,Finland,Espoo,SME,Low,2016-12-18
C00569,Customer 00569,55,Male,Finland,Kuopio,Retail,Low,2015-10-01
C00570,Customer 00570,29,Male,Finland,Turku,Student,Low,2019-06-14
C00571,Customer 00571,59,Female,Finland,Jyväskylä,Retail,Low,2024-08-16
C00572,Customer 00572,38,Female,Finland,Helsinki,Corporate,Medium,2015-04-10
C00573,Customer 00573,65,Male,Finland,Turku,SME,Low,2019-06-02
C00574,Customer 00574,72,Female,Estonia,Tallinn,Premium,Low,2015-09-08
C00575,Customer 00575,73,Male,Finland,Helsinki,Retail,Low,2020-03-31
C00576,Customer 00576,65,Female,Finland,Kuopio,Premium,Low,2019-12-16
C00577,Customer 00577,18,Female,Estonia,Tallinn,Student,Low,2018-08-09
C00578,Customer 00578,64,Female,Finland,Vaasa,Corporate,Medium,2019-11-09
C00579,Customer 00579,41,Female,Estonia,Tallinn,Retail,Medium,2021-11-24
C00580,Customer 00580,48,Male,Finland,Espoo,Retail,Low,2022-02-07
C00581,Customer 00581,69,Female,Finland,Tampere,Premium,Low,2020-08-03
C00582,Customer 00582,60,Male,Finland,Tampere,Premium,Low,2018-06-16
C00583,Customer 00583,63,Female,Finland,Vaasa,Retail,Low,2018-12-24
C00584,Customer 00584,39,Female,Finland,Vaasa,Retail,Medium,2017-04-26
C00585,Customer 00585,25,Female,Estonia,Tallinn,Student,Low,2020-03-18
C00586,Customer 00586,69,Female,Finland,Jyväskylä,Premium,Medium,2023-05-20
C00587,Customer 00587,65,Female,Finland,Oulu,Retail,Low,2015-10-14
C00588,Customer 00588,47,Female,Finland,Helsinki,Premium,Low,2020-10-20
C00589,Customer 00589,45,Female,Finland,Vaasa,Premium,Medium,2019-09-12
C00590,Customer 00590,54,Male,Finland,Turku,Retail,Low,2016-05-22
C00591,Customer 00591,43,Male,Finland,Helsinki,Retail,Low,2019-01-06
C00592,Customer 00592,54,Female,Finland,Turku,Retail,High,2017-11-03
C00593,Customer 00593,37,Female,Finland,Oulu,Retail,Medium,2017-01-02
C00594,Customer 00594,73,Male,Finland,Espoo,Retail,Medium,2016-09-24
C00595,Customer 00595,63,Female,Finland,Tampere,Retail,Low,2017-12-30
C00596,Customer 00596,28,Male,Finland,Kuopio,Retail,Medium,2015-04-07
C00597,Customer 00597,38,Female,Finland,Espoo,Premium,Low,2022-08-23
C00598,Customer 00598,38,Female,Finland,Espoo,Corporate,Low,2023-10-31
C00599,Customer 00599,73,Female,Sweden,Stockholm,Retail,Medium,2024-05-01
C00600,Customer 00600,42,Female,Finland,Kuopio,Premium,Low,2018-05-17
C00601,Customer 00601,39,Female,Finland,Espoo,Corporate,Low,2022-08-21
C00602,Customer 00602,62,Male,Finland,Turku,SME,High,2017-05-13
C00603,Customer 00603,56,Male,Sweden,Stockholm,SME,High,2022-07-05
C00604,Customer 00604,28,Female,Finland,Helsinki,Retail,Low,2023-07-17
C00605,Customer 00605,73,Female,Sweden,Stockholm,Premium,Low,2019-04-20
C00606,Customer 00606,59,Male,Finland,Tampere,SME,Low,2015-07-06
C00607,Customer 00607,26,Female,Estonia,Tallinn,Retail,Low,2024-01-10
C00608,Customer 00608,62,Male,Finland,Oulu,Retail,Low,2017-08-13
C00609,Customer 00609,19,Female,Finland,Tampere,Student,Low,2019-11-08
C00610,Customer 00610,30,Female,Estonia,Tallinn,Premium,Medium,2020-02-29
C00611,Customer 00611,73,Female,Sweden,Stockholm,Premium,Low,2017-06-09
C00612,Customer 00612,62,Male,Finland,Helsinki,SME,Low,2021-06-02
C00613,Customer 00613,40,Male,Finland,Turku,Premium,Low,2023-10-04
C00614,Customer 00614,71,Male,Finland,Helsinki,Retail,Low,2021-04-03
C00615,Customer 00615,47,Male,Finland,Vaasa,Retail,Medium,2019-01-01
C00616,Customer 00616,26,Female,Finland,Jyväskylä,Student,Low,2022-01-01
C00617,Customer 00617,24,Male,Finland,Tampere,Student,Low,2017-06-17
C00618,Customer 00618,58,Female,Finland,Tampere,SME,Low,2024-08-20
C00619,Customer 00619,69,Female,Finland,Espoo,Retail,Medium,2021-09-26
C00620,Customer 00620,74,Female,Estonia,Tallinn,Premium,Low,2018-07-01
C00621,Customer 00621,28,Female,Finland,Kuopio,Student,Medium,2024-09-07
C00622,Customer 00622,59,Male,Estonia,Tallinn,Premium,Medium,2022-01-21
C00623,Customer 00623,31,Male,Finland,Helsinki,SME,Low,2020-12-30
C00624,Customer 00624,63,Male,Finland,Tampere,Corporate,Low,2022-04-18
C00625,Customer 00625,55,Female,Finland,Vaasa,Retail,High,2020-08-24
C00626,Customer 00626,33,Female,Sweden,Stockholm,Retail,High,2015-10-20
C00627,Customer 00627,56,Male,Finland,Jyväskylä,Premium,Low,2020-03-01
C00628,Customer 00628,48,Male,Finland,Jyväskylä,SME,Medium,2023-01-23
C00629,Customer 00629,22,Male,Finland,Vaasa,Student,Low,2016-11-19
C00630,Customer 00630,59,Female,Finland,Oulu,SME,Low,2016-09-25
C00631,Customer 00631,56,Male,Finland,Helsinki,Premium,Low,2024-06-18
C00632,Customer 00632,75,Male,Finland,Turku,Premium,Low,2022-05-01
C00633,Customer 00633,71,Female,Finland,Kuopio,Retail,Low,2019-11-07
C00634,Customer 00634,42,Female,Finland,Kuopio,SME,Low,2018-10-03
C00635,Customer 00635,67,Male,Finland,Helsinki,Retail,Low,2016-09-01
C00636,Customer 00636,37,Female,Finland,Turku,Premium,Low,2019-04-15
C00637,Customer 00637,35,Female,Estonia,Tallinn,Premium,Low,2016-06-15
C00638,Customer 00638,69,Male,Estonia,Tallinn,Retail,Medium,2020-05-18
C00639,Customer 00639,71,Male,Finland,Turku,Retail,Low,2023-10-15
C00640,Customer 00640,45,Male,Finland,Tampere,SME,Medium,2023-06-17
C00641,Customer 00641,29,Female,Estonia,Tallinn,Retail,Low,2018-09-09
C00642,Customer 00642,43,Male,Finland,Oulu,Retail,Low,2020-06-08
C00643,Customer 00643,27,Female,Finland,Kuopio,Student,Low,2015-08-01
C00644,Customer 00644,66,Female,Finland,Vaasa,Retail,Medium,2021-09-02
C00645,Customer 00645,64,Female,Finland,Oulu,Retail,Low,2024-05-16
C00646,Customer 00646,42,Female,Sweden,Stockholm,Retail,Low,2022-07-02
C00647,Customer 00647,62,Female,Finland,Jyväskylä,Premium,Medium,2021-02-01
C00648,Customer 00648,64,Male,Estonia,Tallinn,Corporate,Low,2020-04-21
C00649,Customer 00649,29,Female,Finland,Oulu,Retail,Low,2021-06-14
C00650,Customer 00650,44,Female,Sweden,Stockholm,Retail,Medium,2016-08-06
C00651,Customer 00651,54,Male,Finland,Turku,Retail,Medium,2016-07-05
C00652,Customer 00652,45,Male,Finland,Jyväskylä,Retail,Low,2016-04-26
C00653,Customer 00653,18,Female,Estonia,Tallinn,Student,Low,2020-06-11
C00654,Customer 00654,31,Male,Estonia,Tallinn,Premium,Low,2015-09-02
C00655,Customer 00655,66,Male,Finland,Tampere,Retail,Medium,2021-02-01
C00656,Customer 00656,61,Male,Sweden,Stockholm,Premium,Low,2019-01-07
C00657,Customer 00657,65,Female,Estonia,Tallinn,SME,Medium,2015-03-29
C00658,Customer 00658,57,Other/Not specified,Finland,Vaasa,Retail,Low,2021-03-10
C00659,Customer 00659,74,Male,Estonia,Tallinn,Premium,Low,2021-10-07
C00660,Customer 00660,47,Female,Finland,Espoo,Retail,Low,2019-02-11
C00661,Customer 00661,55,Female,Finland,Kuopio,Premium,Low,2021-05-27
C00662,Customer 00662,50,Male,Finland,Kuopio,Retail,Medium,2019-05-01
C00663,Customer 00663,77,Male,Finland,Kuopio,Premium,Low,2021-11-30
C00664,Customer 00664,53,Female,Finland,Turku,SME,Low,2015-07-02
C00665,Customer 00665,61,Male,Finland,Turku,SME,Low,2020-04-05
C00666,Customer 00666,37,Female,Finland,Kuopio,Retail,Low,2019-08-01
C00667,Customer 00667,40,Male,Finland,Oulu,Premium,Low,2023-03-09
C00668,Customer 00668,46,Male,Finland,Oulu,SME,Low,2022-05-20
C00669,Customer 00669,53,Male,Estonia,Tallinn,Retail,Low,2017-04-16
C00670,Customer 00670,40,Male,Finland,Espoo,Retail,Low,2022-08-08
C00671,Customer 00671,56,Female,Finland,Turku,SME,Medium,2016-11-12
C00672,Customer 00672,32,Female,Finland,Jyväskylä,Corporate,Low,2016-10-26
C00673,Customer 00673,40,Male,Finland,Kuopio,Premium,Medium,2020-10-12
C00674,Customer 00674,41,Male,Finland,Turku,Premium,Low,2021-12-23
C00675,Customer 00675,44,Male,Finland,Vaasa,Retail,Low,2023-07-25
C00676,Customer 00676,52,Male,Finland,Oulu,Retail,Low,2015-10-20
C00677,Customer 00677,52,Female,Finland,Vaasa,Premium,Low,2021-03-11
C00678,Customer 00678,66,Male,Finland,Helsinki,Retail,Low,2024-07-30
C00679,Customer 00679,44,Female,Finland,Vaasa,Retail,Low,2017-01-23
C00680,Customer 00680,39,Male,Finland,Turku,SME,Medium,2017-07-17
C00681,Customer 00681,36,Female,Finland,Oulu,Premium,Medium,2023-07-10
C00682,Customer 00682,48,Female,Finland,Oulu,Retail,Low,2021-02-07
C00683,Customer 00683,67,Female,Finland,Tampere,Retail,High,2022-01-02
C00684,Customer 00684,72,Male,Finland,Turku,Retail,Low,2024-04-10
C00685,Customer 00685,42,Male,Finland,Kuopio,Retail,Low,2016-04-04
C00686,Customer 00686,45,Female,Finland,Helsinki,SME,Low,2021-02-05
C00687,Customer 00687,47,Male,Finland,Espoo,Retail,Low,2024-01-22
C00688,Customer 00688,36,Male,Finland,Jyväskylä,Retail,Medium,2016-10-17
C00689,Customer 00689,30,Male,Finland,Helsinki,Retail,Low,2017-07-25
C00690,Customer 00690,20,Female,Finland,Kuopio,Student,Low,2023-08-23
C00691,Customer 00691,34,Female,Estonia,Tallinn,SME,Medium,2023-06-28
C00692,Customer 00692,51,Female,Finland,Turku,Retail,Low,2019-03-15
C00693,Customer 00693,57,Male,Finland,Jyväskylä,Retail,Low,2021-09-14
C00694,Customer 00694,58,Female,Finland,Tampere,SME,Medium,2015-04-26
C00695,Customer 00695,36,Female,Finland,Helsinki,Premium,Low,2022-08-28
C00696,Customer 00696,29,Female,Finland,Jyväskylä,Retail,Low,2024-01-18
C00697,Customer 00697,72,Female,Finland,Espoo,Retail,Low,2015-01-26
