account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
A000445,C00266,B010,Investment Account,2018-06-01,10298.27,Active
A000446,C00267,B004,Current Account,2023-02-16,803.91,Active
A000447,C00267,B007,Investment Account,2019-06-18,10442.22,Active
A000448,C00268,B002,Savings Account,2022-06-04,0,Active
A000449,C00269,B001,Current Account,2024-01-21,33573.65,Dormant
A000450,C00269,B001,Current Account,2020-03-20,28896.22,Active
A000451,C00270,B003,Savings Account,2022-02-25,2215.8,Active
A000452,C00271,B009,Savings Account,2021-12-05,0,Active
A000453,C00272,B003,Current Account,2021-09-02,69538.89,Active
A000454,C00272,B002,Business Account,2024-01-30,0,Active
A000455,C00273,B002,Savings Account,2019-06-25,41068.41,Active
A000456,C00273,B009,Business Account,2020-12-02,35187.72,Active
A000457,C00274,B008,Investment Account,2017-08-01,37124.58,Active
A000458,C00274,B003,Investment Account,2024-11-20,40228.78,Active
A000459,C00275,B003,Current Account,2019-08-06,11634.14,Active
A000460,C00276,B004,Business Account,2019-07-30,585.94,Active
A000461,C00277,B001,Current Account,2023-08-13,1298.85,Active
A000462,C00278,B004,Current Account,2023-10-10,1739.33,Active
A000463,C00279,B007,Current Account,2020-02-16,433.84,Active
A000464,C00280,B006,Current Account,2016-08-17,9178.6,Active
A000465,C00280,B008,Savings Account,2019-05-13,4684.05,Active
A000466,C00281,B001,Business Account,2019-06-15,1544.17,Active
A000467,C00282,B008,Savings Account,2023-04-19,60653.76,Dormant
A000468,C00282,B009,Savings Account,2016-06-03,82961.66,Active
A000469,C00283,B009,Current Account,2023-03-25,19846.9,Active
A000470,C00283,B005,Savings Account,2018-09-19,69521.25,Active
A000471,C00284,B003,Investment Account,2018-11-17,21141.43,Active
A000472,C00284,B010,Current Account,2023-01-28,11090.88,Active
A000473,C00285,B007,Current Account,2022-06-30,86819.71,Active
A000474,C00285,B008,Savings Account,2016-10-14,71704.93,Dormant
A000475,C00285,B010,Investment Account,2021-07-29,42579.74,Active
A000476,C00286,B004,Investment Account,2024-03-07,6465.19,Active
A000477,C00287,B010,Savings Account,2016-05-05,37519.21,Active
A000478,C00287,B003,Business Account,2017-05-09,28868.19,Active
A000479,C00288,B007,Savings Account,2018-02-05,13561.75,Active
A000480,C00288,B001,Current Account,2018-09-14,9407.25,Active
A000481,C00288,B009,Savings Account,2023-01-06,10370.5,Active
A000482,C00289,B004,Investment Account,2022-02-24,8201.12,Active
A000483,C00289,B010,Investment Account,2024-03-04,49789.43,Active
A000484,C00289,B010,Current Account,2020-10-08,33660.91,Dormant
A000485,C00290,B003,Investment Account,2019-10-29,32504.17,Active
A000486,C00290,B003,Current Account,2023-12-04,0,Dormant
A000487,C00290,B002,Investment Account,2018-06-01,30241.85,Active
A000488,C00291,B010,Savings Account,2024-02-03,0,Active
A000489,C00292,B004,Current Account,2023-05-26,8303.06,Active
A000490,C00293,B009,Savings Account,2022-08-18,11170.44,Active
A000491,C00294,B003,Savings Account,2024-07-11,6240.16,Dormant
A000492,C00295,B007,Current Account,2017-10-08,1420.63,Active
A000493,C00295,B007,Savings Account,2023-07-10,1088.22,Active
A000494,C00296,B008,Current Account,2017-05-01,850.82,Active
A000495,C00297,B009,Investment Account,2020-04-18,3515.17,Active
A000496,C00298,B004,Investment Account,2017-08-30,32279.98,Active
A000497,C00299,B004,Savings Account,2017-06-03,9314.12,Active
A000498,C00300,B008,Business Account,2022-02-15,20269.91,Active
A000499,C00300,B007,Business Account,2019-10-04,16864.75,Active
A000500,C00301,B004,Savings Account,2018-07-26,5587.49,Active
A000501,C00302,B007,Current Account,2018-11-09,5019.25,Active
A000502,C00303,B009,Current Account,2016-03-30,0,Active
A000503,C00304,B009,Current Account,2020-01-12,3579.19,Active
A000504,C00305,B009,Current Account,2022-12-05,16536.67,Active
A000505,C00305,B001,Current Account,2018-01-01,84251.58,Active
A000506,C00306,B009,Business Account,2016-06-12,31584.19,Active
A000507,C00306,B008,Savings Account,2024-05-04,23841.45,Closed
A000508,C00306,B001,Investment Account,2019-03-18,15688.58,Active
A000509,C00307,B010,Savings Account,2016-10-20,1992.95,Active
A000510,C00308,B007,Current Account,2016-12-11,0,Active
A000511,C00309,B003,Current Account,2018-09-05,10272.15,Closed
A000512,C00310,B003,Savings Account,2020-04-01,3848.61,Active
A000513,C00311,B001,Investment Account,2018-04-14,1856.21,Active
A000514,C00312,B006,Investment Account,2024-03-23,48029.7,Active
A000515,C00312,B003,Business Account,2021-06-19,57239.75,Active
A000516,C00313,B008,Savings Account,2017-12-14,15427.88,Dormant
A000517,C00313,B001,Investment Account,2024-05-27,10171.98,Active
A000518,C00314,B008,Savings Account,2017-11-26,8254.37,Active
A000519,C00314,B010,Current Account,2019-04-04,6917.9,Dormant
A000520,C00315,B006,Business Account,2022-03-02,37418.19,Active
A000521,C00315,B008,Business Account,2021-11-21,28106.34,Active
A000522,C00316,B010,Investment Account,2022-02-12,27863.87,Active
A000523,C00316,B003,Savings Account,2022-12-13,39480.2,Active
A000524,C00316,B006,Savings Account,2020-01-07,17173.99,Active
A000525,C00317,B005,Investment Account,2016-06-20,29497.04,Active
A000526,C00318,B004,Current Account,2024-09-25,53549.46,Active
A000527,C00318,B002,Current Account,2017-04-21,25783.62,Active
A000528,C00319,B002,Current Account,2021-01-29,3293.06,Active
A000529,C00320,B001,Current Account,2022-02-17,8424.77,Dormant
A000530,C00320,B008,Business Account,2022-03-31,38015.73,Active
A000531,C00321,B005,Investment Account,2024-05-11,7236.82,Active
A000532,C00322,B008,Savings Account,2024-07-26,3921.51,Active
A000533,C00322,B008,Savings Account,2022-03-20,0,Active
A000534,C00323,B006,Savings Account,2021-11-21,1153.51,Active
A000535,C00324,B001,Business Account,2021-06-24,1157.22,Dormant
A000536,C00325,B008,Savings Account,2020-06-04,3766.01,Active
A000537,C00325,B001,Savings Account,2019-05-24,48592.16,Active
A000538,C00326,B002,Business Account,2016-06-12,185420.63,Active
A000539,C00326,B006,Investment Account,2019-04-22,139629.67,Active
A000540,C00326,B002,Savings Account,2022-11-08,49980.79,Active
A000541,C00327,B001,Investment Account,2019-11-04,42257.0,Active
A000542,C00327,B010,Savings Account,2016-12-05,9266.26,Dormant
A000543,C00328,B002,Savings Account,2019-08-24,49729.92,Active
A000544,C00328,B008,Current Account,2022-05-06,46696.75,Dormant
A000545,C00328,B006,Business Account,2016-07-13,24786.73,Active
A000546,C00329,B002,Savings Account,2016-03-29,35026.24,Active
A000547,C00330,B010,Savings Account,2018-06-27,21000.5,Active
A000548,C00330,B006,Business Account,2019-11-12,0,Active
A000549,C00331,B005,Savings Account,2020-04-30,0,Active
A000550,C00332,B001,Savings Account,2022-09-14,22644.4,Active
A000551,C00332,B004,Current Account,2019-11-11,26768.07,Active
A000552,C00332,B003,Investment Account,2023-03-30,28509.5,Active
A000553,C00333,B003,Investment Account,2016-11-25,33531.37,Dormant
A000554,C00333,B010,Current Account,2020-07-24,0,Active
A000555,C00333,B004,Current Account,2016-04-07,227341.12,Active
A000556,C00334,B002,Savings Account,2020-02-07,5685.19,Active
A000557,C00335,B006,Savings Account,2020-01-04,3597.99,Active
A000558,C00336,B008,Investment Account,2021-04-27,5760.19,Active
A000559,C00336,B003,Savings Account,2016-06-14,475.9,Active
A000560,C00337,B009,Investment Account,2024-01-31,47782.73,Active
A000561,C00337,B004,Current Account,2017-09-13,0,Active
A000562,C00338,B001,Current Account,2022-09-12,258.75,Active
A000563,C00338,B001,Savings Account,2020-01-21,107.41,Active
A000564,C00339,B001,Current Account,2024-01-25,2098.05,Active
A000565,C00340,B006,Current Account,2024-05-01,10500.86,Active
A000566,C00341,B002,Business Account,2019-06-08,8183.51,Active
A000567,C00342,B006,Business Account,2017-06-21,9271.22,Active
A000568,C00342,B006,Savings Account,2017-07-15,3318.59,Dormant
A000569,C00343,B010,Savings Account,2023-08-13,490.3,Active
A000570,C00344,B007,Current Account,2017-05-21,7502.59,Active
A000571,C00345,B005,Savings Account,2021-09-18,1072.2,Active
A000572,C00346,B004,Savings Account,2016-11-17,53712.01,Active
A000573,C00347,B003,Business Account,2024-08-01,63186.04,Active
A000574,C00348,B006,Savings Account,2023-12-18,32107.76,Active
A000575,C00348,B003,Savings Account,2019-01-07,41420.46,Active
A000576,C00349,B003,Savings Account,2017-08-29,7490.06,Active
A000577,C00349,B001,Investment Account,2017-08-26,4472.67,Active
A000578,C00350,B010,Savings Account,2017-09-16,2174.07,Closed
A000579,C00351,B006,Savings Account,2016-08-16,67822.58,Active
A000580,C00351,B009,Savings Account,2016-05-04,32066.72,Active
A000581,C00351,B005,Investment Account,2016-09-24,39672.86,Active
A000582,C00352,B002,Investment Account,2018-05-27,11406.87,Active
A000583,C00352,B005,Investment Account,2022-01-13,8508.6,Active
A000584,C00353,B006,Current Account,2020-03-31,4460.21,Active
A000585,C00354,B004,Current Account,2019-05-11,8366.11,Active
A000586,C00355,B003,Investment Account,2019-07-18,82841.19,Active
A000587,C00355,B004,Savings Account,2022-03-15,22377.23,Active
A000588,C00356,B008,Current Account,2021-08-07,707.32,Active
A000589,C00357,B009,Business Account,2024-01-08,0,Active
A000590,C00358,B009,Investment Account,2021-04-27,4776.88,Active
A000591,C00358,B001,Current Account,2017-10-28,37979.53,Active
A000592,C00359,B003,Current Account,2024-03-11,59369.65,Active
A000593,C00359,B003,Investment Account,2021-09-29,61622.39,Active
A000594,C00359,B007,Savings Account,2022-12-27,35669.71,Closed
A000595,C00360,B004,Savings Account,2016-06-02,28225.83,Closed
A000596,C00360,B006,Current Account,2019-01-07,48026.78,Active
A000597,C00361,B006,Current Account,2019-12-18,0,Active
A000598,C00361,B008,Current Account,2017-03-05,7780.15,Active
A000599,C00362,B003,Current Account,2019-03-13,768.9,Active
A000600,C00363,B008,Current Account,2021-10-09,0,Active
A000601,C00363,B004,Current Account,2018-04-21,48019.54,Active
A000602,C00364,B007,Current Account,2018-02-07,65434.49,Active
A000603,C00364,B008,Current Account,2022-01-16,24218.17,Active
A000604,C00365,B004,Savings Account,2019-08-26,30036.38,Active
A000605,C00366,B008,Savings Account,2022-10-10,7364.12,Active
A000606,C00366,B005,Savings Account,2019-06-11,0,Active
A000607,C00367,B005,Savings Account,2024-04-21,39349.65,Active
A000608,C00367,B007,Current Account,2017-07-23,40576.08,Active
A000609,C00367,B010,Investment Account,2022-05-05,68577.39,Active
A000610,C00368,B004,Business Account,2023-10-25,2102.82,Active
A000611,C00368,B006,Savings Account,2017-03-01,4592.57,Active
A000612,C00369,B002,Current Account,2020-11-15,2563.4,Active
A000613,C00370,B006,Current Account,2021-04-15,12253.77,Active
A000614,C00371,B005,Investment Account,2024-11-25,19414.81,Active
A000615,C00372,B007,Savings Account,2021-01-23,2600.06,Active
A000616,C00372,B008,Current Account,2018-11-04,5281.83,Active
A000617,C00373,B001,Investment Account,2019-07-07,30537.58,Active
A000618,C00373,B007,Current Account,2017-11-16,33121.29,Active
A000619,C00373,B003,Current Account,2020-06-28,12605.78,Active
A000620,C00374,B008,Savings Account,2024-06-07,1384.27,Active
A000621,C00374,B002,Current Account,2021-07-17,7096.99,Active
A000622,C00375,B006,Current Account,2024-10-07,0,Active
A000623,C00375,B010,Current Account,2019-05-30,19606.4,Active
A000624,C00376,B002,Savings Account,2021-07-15,11477.67,Active
A000625,C00377,B006,Savings Account,2018-07-12,39671.77,Active
A000626,C00377,B001,Savings Account,2021-04-28,44086.39,Active
A000627,C00378,B001,Savings Account,2023-03-06,9204.14,Active
A000628,C00379,B006,Current Account,2017-03-30,191280.34,Active
A000629,C00379,B001,Savings Account,2019-10-07,25303.15,Active
A000630,C00379,B007,Current Account,2016-12-24,133902.04,Active
A000631,C00380,B006,Savings Account,2022-11-24,712.09,Active
A000632,C00380,B002,Savings Account,2022-09-25,327.27,Active
A000633,C00381,B006,Savings Account,2018-01-31,6000.39,Active
A000634,C00382,B008,Current Account,2018-07-12,213115.49,Active
A000635,C00382,B006,Savings Account,2019-06-06,162334.52,Active
A000636,C00382,B006,Investment Account,2016-11-02,194122.54,Active
A000637,C00383,B002,Investment Account,2021-11-14,4913.01,Active
A000638,C00384,B002,Investment Account,2016-10-14,5603.27,Active
A000639,C00384,B010,Savings Account,2019-10-30,3243.33,Active
A000640,C00385,B003,Current Account,2023-05-02,0,Dormant
A000641,C00386,B003,Savings Account,2019-09-13,4229.42,Active
A000642,C00387,B001,Current Account,2023-06-26,32202.37,Closed
A000643,C00388,B005,Savings Account,2024-11-29,12572.86,Active
A000644,C00389,B010,Investment Account,2024-09-02,3227.91,Active
A000645,C00390,B005,Current Account,2021-05-26,2982.53,Active
A000646,C00391,B007,Savings Account,2024-03-06,81568.53,Active
A000647,C00391,B004,Savings Account,2024-07-02,78099.44,Active
A000648,C00391,B003,Business Account,2019-01-16,58224.47,Active
A000649,C00392,B003,Current Account,2021-01-08,8717.3,Dormant
A000650,C00393,B001,Investment Account,2023-10-29,30693.83,Active
A000651,C00394,B007,Savings Account,2024-03-10,9714.41,Active
A000652,C00395,B002,Current Account,2020-08-24,42175.11,Active
A000653,C00395,B006,Investment Account,2021-03-19,47039.76,Active
A000654,C00396,B009,Savings Account,2021-02-17,85845.37,Active
A000655,C00397,B001,Business Account,2018-06-24,1090.43,Active
A000656,C00398,B001,Current Account,2018-02-10,11262.36,Active
A000657,C00399,B006,Current Account,2024-01-22,12457.94,Dormant
A000658,C00399,B010,Investment Account,2021-01-04,35589.09,Active
A000659,C00400,B009,Investment Account,2021-09-30,9607.52,Active
A000660,C00401,B002,Savings Account,2019-09-27,7886.06,Active
A000661,C00401,B008,Savings Account,2022-12-19,5132.59,Active
A000662,C00402,B007,Current Account,2024-07-10,0,Active
A000663,C00403,B006,Business Account,2020-05-07,11064.63,Active
A000664,C00404,B009,Business Account,2017-03-11,2550.04,Active
A000665,C00405,B001,Current Account,2021-05-26,7254.36,Active
A000666,C00406,B007,Current Account,2024-10-15,2170.91,Active
A000667,C00406,B002,Investment Account,2024-01-03,0,Active
A000668,C00407,B003,Investment Account,2017-10-25,21331.63,Active
A000669,C00407,B003,Savings Account,2024-11-20,69265.3,Active
A000670,C00408,B009,Savings Account,2024-04-28,7979.32,Closed
A000671,C00409,B001,Investment Account,2021-07-08,8095.82,Active
A000672,C00410,B002,Savings Account,2019-06-22,32664.93,Active
A000673,C00410,B008,Current Account,2018-01-09,35097.94,Active
A000674,C00411,B002,Current Account,2017-12-02,5313.96,Active
A000675,C00412,B008,Current Account,2022-03-14,4348.71,Active
A000676,C00413,B010,Current Account,2017-12-01,16261.69,Active
A000677,C00413,B001,Current Account,2018-12-04,19719.42,Active
A000678,C00414,B004,Current Account,2017-06-20,37386.7,Active
A000679,C00415,B002,Savings Account,2018-05-02,6433.47,Active
A000680,C00416,B008,Current Account,2017-05-05,18498.25,Active
A000681,C00417,B004,Current Account,2017-03-10,5739.83,Active
A000682,C00418,B008,Savings Account,2019-10-10,0,Active
A000683,C00419,B002,Business Account,2020-05-04,9545.73,Active
A000684,C00420,B009,Business Account,2020-08-19,41962.4,Active
A000685,C00421,B007,Savings Account,2022-12-30,74542.69,Active
A000686,C00421,B009,Savings Account,2021-03-20,79809.27,Active
A000687,C00422,B003,Savings Account,2021-10-03,3901.51,Active
A000688,C00422,B005,Current Account,2020-12-04,2620.15,Active
A000689,C00423,B006,Current Account,2024-04-23,28255.62,Active
A000690,C00424,B001,Current Account,2022-04-12,5768.51,Dormant
A000691,C00425,B006,Investment Account,2024-08-22,91223.21,Active
A000692,C00425,B008,Current Account,2023-10-03,9059.42,Active
A000693,C00426,B007,Savings Account,2021-09-13,8183.8,Active
A000694,C00427,B002,Savings Account,2019-09-28,0,Active
A000695,C00428,B009,Current Account,2021-11-22,2493.68,Active
A000696,C00428,B010,Current Account,2020-07-15,1964.56,Active
A000697,C00429,B002,Savings Account,2022-05-24,7566.26,Active
A000698,C00430,B005,Investment Account,2019-10-29,2985.51,Dormant
A000699,C00430,B004,Business Account,2020-06-22,10256.4,Active
A000700,C00431,B006,Business Account,2016-12-15,34677.64,Dormant
A000701,C00431,B008,Savings Account,2021-04-03,41459.87,Active
A000702,C00432,B008,Current Account,2019-04-28,629.08,Dormant
A000703,C00433,B006,Current Account,2016-09-22,5319.18,Active
A000704,C00434,B010,Savings Account,2019-07-02,4382.28,Active
A000705,C00435,B001,Investment Account,2022-12-27,1721.27,Active
A000706,C00436,B001,Savings Account,2024-03-21,45656.54,Active
A000707,C00436,B006,Savings Account,2024-05-23,53581.98,Dormant
A000708,C00437,B003,Current Account,2021-02-16,0,Active
A000709,C00437,B005,Savings Account,2023-04-20,2510.34,Active
A000710,C00438,B003,Current Account,2021-04-01,9744.25,Active
A000711,C00439,B010,Savings Account,2016-09-15,898.54,Active
A000712,C00440,B006,Savings Account,2023-09-22,2914.76,Active
A000713,C00440,B001,Business Account,2017-02-28,6942.65,Active
A000714,C00441,B003,Current Account,2018-05-12,6894.44,Active
A000715,C00441,B005,Savings Account,2017-07-18,4950.56,Active
A000716,C00442,B007,Current Account,2024-10-10,7904.18,Active
A000717,C00443,B002,Current Account,2024-04-25,2600.84,Active
A000718,C00444,B003,Savings Account,2018-12-04,8526.0,Active
A000719,C00444,B002,Savings Account,2024-11-07,10724.33,Active
A000720,C00445,B008,Savings Account,2022-05-02,31378.97,Active
A000721,C00445,B002,Savings Account,2024-12-20,66720.3,Active
A000722,C00446,B010,Savings Account,2017-08-19,179069.5,Dormant
A000723,C00446,B009,Savings Account,2023-12-10,107890.19,Active
A000724,C00446,B005,Business Account,2020-01-25,141120.28,Closed
A000725,C00447,B004,Current Account,2019-07-10,13196.77,Active
A000726,C00448,B010,Savings Account,2023-08-18,9085.31,Active
A000727,C00448,B006,Business Account,2024-03-07,53665.66,Active
A000728,C00449,B010,Savings Account,2021-07-15,47714.92,Active
A000729,C00449,B005,Investment Account,2017-12-17,55092.28,Active
A000730,C00450,B007,Savings Account,2023-10-05,32.96,Active
A000731,C00451,B008,Business Account,2018-08-21,173.53,Active
A000732,C00451,B001,Savings Account,2017-08-17,1507.06,Active
A000733,C00452,B005,Current Account,2021-01-13,34602.0,Active
A000734,C00452,B005,Current Account,2019-03-27,37639.94,Active
A000735,C00453,B006,Current Account,2024-09-02,14544.27,Active
A000736,C00454,B003,Savings Account,2018-12-20,10443.02,Active
A000737,C00455,B007,Current Account,2022-05-04,36859.14,Active
A000738,C00455,B010,Savings Account,2018-04-15,19368.08,Active
A000739,C00456,B002,Business Account,2017-08-05,29893.71,Active
A000740,C00456,B008,Current Account,2024-06-24,1825.52,Active
A000741,C00457,B006,Savings Account,2017-05-21,30927.43,Active
A000742,C00458,B001,Current Account,2019-01-18,10887.61,Active
A000743,C00458,B009,Current Account,2019-04-16,5444.86,Active
A000744,C00459,B002,Business Account,2018-07-22,125324.39,Active
A000745,C00460,B002,Current Account,2022-05-26,4736.91,Active
A000746,C00461,B005,Investment Account,2017-08-13,10096.84,Active
A000747,C00462,B008,Investment Account,2019-09-25,5381.83,Active
A000748,C00462,B004,Current Account,2016-06-27,14212.36,Active
A000749,C00463,B002,Current Account,2023-04-21,21131.93,Active
A000750,C00463,B009,Business Account,2022-07-08,0,Active
A000751,C00464,B001,Business Account,2022-02-12,3324.78,Active
A000752,C00465,B010,Current Account,2022-09-04,3495.63,Active
A000753,C00466,B008,Current Account,2016-06-20,949.29,Dormant
A000754,C00467,B010,Current Account,2017-06-22,5720.5,Active
A000755,C00468,B010,Savings Account,2023-03-15,13157.01,Active
A000756,C00469,B002,Savings Account,2023-11-04,2518.15,Active
A000757,C00470,B001,Savings Account,2020-08-22,5061.2,Active
A000758,C00471,B003,Current Account,2023-01-15,27259.78,Dormant
A000759,C00471,B010,Investment Account,2024-04-02,24798.46,Active
A000760,C00471,B002,Business Account,2020-12-11,39478.92,Active
A000761,C00472,B001,Current Account,2020-05-26,11784.62,Active
A000762,C00473,B006,Savings Account,2019-09-29,7210.78,Active
A000763,C00474,B002,Investment Account,2020-04-29,6568.7,Active
A000764,C00475,B003,Current Account,2020-11-13,3105.2,Active
A000765,C00476,B004,Investment Account,2023-05-21,19147.1,Active
A000766,C00477,B006,Investment Account,2019-08-07,3925.36,Active
A000767,C00478,B002,Investment Account,2020-11-08,19884.82,Active
A000768,C00478,B002,Savings Account,2021-03-20,15380.63,Active
A000769,C00478,B002,Investment Account,2017-05-02,32518.46,Active
A000770,C00479,B009,Savings Account,2017-06-09,5738.83,Active
A000771,C00480,B001,Savings Account,2022-07-27,0,Closed
A000772,C00481,B007,Current Account,2022-11-20,3687.79,Active
A000773,C00482,B007,Savings Account,2020-11-30,2160.57,Active
A000774,C00483,B006,Savings Account,2022-03-12,6573.92,Active
A000775,C00484,B005,Savings Account,2020-11-22,9194.83,Active
A000776,C00485,B004,Savings Account,2022-08-30,17570.12,Active
A000777,C00485,B010,Savings Account,2016-12-15,7455.61,Active
A000778,C00486,B001,Savings Account,2024-01-12,9596.62,Active
A000779,C00487,B003,Current Account,2018-09-30,130426.04,Active
A000780,C00488,B004,Investment Account,2023-11-06,150390.72,Active
A000781,C00488,B009,Current Account,2020-07-20,131765.95,Active
A000782,C00488,B002,Business Account,2016-04-24,73519.38,Active
A000783,C00489,B007,Savings Account,2018-07-18,43259.04,Active
A000784,C00489,B007,Investment Account,2024-12-01,63120.29,Active
A000785,C00490,B005,Savings Account,2024-12-16,9121.83,Active
A000786,C00491,B009,Current Account,2022-07-14,401.78,Active
A000787,C00492,B009,Current Account,2022-11-30,55846.58,Active
A000788,C00492,B008,Current Account,2021-01-19,16741.64,Active
A000789,C00493,B010,Current Account,2023-03-17,8745.94,Active
A000790,C00494,B009,Savings Account,2018-08-19,26802.05,Active
A000791,C00494,B005,Savings Account,2022-11-21,23908.9,Active
A000792,C00494,B006,Current Account,2024-05-13,53709.64,Active
A000793,C00495,B007,Savings Account,2022-02-21,38583.18,Active
A000794,C00495,B008,Business Account,2020-12-17,32397.7,Active
A000795,C00495,B009,Current Account,2020-07-04,24793.42,Active
A000796,C00496,B005,Current Account,2019-02-03,34624.47,Active
A000797,C00496,B003,Investment Account,2018-04-01,36412.95,Active
A000798,C00496,B005,Savings Account,2017-05-07,5445.08,Active
A000799,C00497,B006,Current Account,2023-10-17,147611.38,Active
A000800,C00497,B007,Investment Account,2020-07-20,23271.42,Active
A000801,C00498,B009,Savings Account,2022-06-06,4807.52,Active
A000802,C00499,B010,Savings Account,2022-06-06,0,Active
A000803,C00499,B007,Current Account,2023-09-27,14757.36,Active
A000804,C00500,B006,Current Account,2020-09-21,4686.73,Active
A000805,C00501,B001,Savings Account,2019-02-08,11595.45,Active
A000806,C00502,B002,Investment Account,2018-07-29,9407.89,Active
A000807,C00503,B005,Savings Account,2019-12-12,76685.16,Active
A000808,C00503,B005,Savings Account,2021-10-19,44098.41,Active
A000809,C00503,B001,Current Account,2019-07-04,45513.71,Active
A000810,C00504,B008,Current Account,2022-12-05,1063.56,Active
A000811,C00505,B001,Investment Account,2020-09-12,70571.23,Active
A000812,C00505,B008,Current Account,2018-06-20,18465.59,Active
A000813,C00505,B007,Current Account,2022-01-29,29909.45,Active
A000814,C00506,B002,Current Account,2016-07-04,22530.3,Active
A000815,C00507,B004,Savings Account,2021-04-23,11989.22,Active
A000816,C00508,B008,Current Account,2016-04-06,1830.99,Active
A000817,C00509,B007,Current Account,2022-10-28,7030.94,Active
A000818,C00510,B009,Savings Account,2022-01-27,1229.33,Active
A000819,C00511,B007,Business Account,2023-01-18,2063.45,Active
A000820,C00511,B006,Current Account,2023-12-31,7735.27,Active
A000821,C00512,B008,Current Account,2020-11-14,11846.36,Dormant
A000822,C00513,B009,Current Account,2020-10-12,191.57,Active
A000823,C00514,B003,Investment Account,2019-07-06,11049.79,Active
A000824,C00515,B010,Savings Account,2020-09-09,7055.78,Active
A000825,C00516,B009,Savings Account,2023-05-26,19943.08,Active
A000826,C00516,B001,Investment Account,2016-09-06,31336.78,Active
A000827,C00517,B003,Savings Account,2020-12-31,1489.34,Active
A000828,C00518,B009,Current Account,2016-10-26,5740.52,Active
A000829,C00519,B004,Current Account,2019-05-05,130290.19,Active
A000830,C00520,B010,Current Account,2023-03-21,49209.92,Active
A000831,C00520,B009,Current Account,2019-01-23,52725.48,Active
A000832,C00521,B008,Savings Account,2022-07-23,5357.37,Active
A000833,C00522,B005,Savings Account,2019-04-20,8903.24,Active
A000834,C00523,B002,Current Account,2023-03-12,9565.12,Active
A000835,C00524,B003,Current Account,2017-12-09,306.89,Active
A000836,C00525,B001,Current Account,2022-05-03,903.87,Active
A000837,C00526,B007,Savings Account,2023-01-30,2633.98,Active
A000838,C00527,B008,Current Account,2019-01-25,5970.55,Active
A000839,C00528,B007,Investment Account,2018-05-04,1682.78,Active
A000840,C00529,B002,Investment Account,2022-12-17,15113.69,Active
A000841,C00529,B004,Savings Account,2022-01-22,16099.3,Active
A000842,C00530,B001,Current Account,2024-02-26,6595.5,Active
A000843,C00531,B008,Current Account,2023-09-30,109047.91,Active
A000844,C00531,B008,Current Account,2021-02-05,70644.99,Active
A000845,C00532,B004,Savings Account,2023-06-08,6741.07,Active
A000846,C00533,B006,Savings Account,2016-09-18,47599.04,Active
A000847,C00533,B005,Savings Account,2019-09-20,30379.59,Active
A000848,C00534,B007,Savings Account,2022-08-13,511.9,Active
A000849,C00535,B007,Investment Account,2023-03-12,2518.9,Active
A000850,C00535,B007,Savings Account,2022-12-13,0,Active
A000851,C00536,B010,Savings Account,2017-01-19,2869.25,Active
A000852,C00537,B004,Current Account,2019-03-04,3099.27,Active
A000853,C00537,B006,Savings Account,2020-02-27,28516.31,Active
A000854,C00538,B009,Current Account,2020-07-20,6747.63,Active
A000855,C00538,B007,Investment Account,2019-04-08,2385.59,Active
A000856,C00539,B010,Current Account,2018-08-06,10175.38,Active
A000857,C00539,B006,Savings Account,2023-07-30,0,Active
A000858,C00540,B005,Current Account,2019-02-24,5032.92,Active
A000859,C00541,B003,Savings Account,2020-12-17,35400.52,Active
A000860,C00541,B001,Investment Account,2020-08-18,179332.98,Active
A000861,C00541,B006,Business Account,2019-01-13,70575.57,Active
A000862,C00542,B007,Current Account,2018-02-12,23804.67,Active
A000863,C00542,B006,Current Account,2016-04-20,21582.53,Active
A000864,C00543,B001,Current Account,2018-01-02,418.57,Active
A000865,C00544,B003,Savings Account,2018-12-16,58192.97,Active
A000866,C00545,B007,Current Account,2022-06-25,730.03,Active
A000867,C00546,B008,Savings Account,2018-06-22,1804.75,Active
A000868,C00546,B006,Business Account,2019-03-13,5008.79,Active
A000869,C00547,B006,Business Account,2020-09-01,40350.17,Active
A000870,C00548,B001,Business Account,2020-12-08,1533.64,Active
A000871,C00549,B008,Savings Account,2019-09-09,0,Active
A000872,C00550,B007,Business Account,2017-08-11,989.97,Active
A000873,C00550,B001,Current Account,2021-07-17,651.28,Active
A000874,C00551,B007,Current Account,2021-04-18,85029.18,Active
A000875,C00551,B010,Investment Account,2023-10-26,42759.04,Active
A000876,C00552,B004,Investment Account,2023-12-22,64339.13,Active
A000877,C00552,B010,Savings Account,2020-12-25,38709.78,Active
A000878,C00553,B009,Savings Account,2018-02-12,3727.65,Active
A000879,C00554,B010,Current Account,2019-10-24,7183.05,Active
A000880,C00555,B007,Savings Account,2022-07-01,45872.41,Active
A000881,C00555,B004,Current Account,2020-03-02,44803.77,Active
A000882,C00555,B003,Current Account,2021-09-19,56724.65,Active
A000883,C00556,B002,Current Account,2022-04-23,245679.18,Active
A000884,C00556,B007,Current Account,2024-08-23,119250.7,Active
A000885,C00556,B004,Savings Account,2020-07-12,198632.13,Active
A000886,C00557,B005,Savings Account,2023-06-09,77093.31,Active
A000887,C00557,B010,Savings Account,2023-11-30,29639.63,Active
A000888,C00558,B006,Business Account,2016-11-22,7438.61,Active
