flag_id,transaction_id,flag_date,flag_reason,severity,review_status
F0000430,T0009329,2025-05-27,High Frequency Transfers,Critical,Escalated
F0000431,T0009344,2025-03-25,Unusual Location,High,Escalated
F0000432,T0009350,2025-10-25,High Frequency Transfers,High,Cleared
F0000433,T0009375,2025-08-17,Large Transaction,Medium,Under Review
F0000434,T0009391,2025-03-01,Dormant Account Activity,Medium,Open
F0000435,T0009393,2025-10-17,Possible AML Review,High,Escalated
F0000436,T0009423,2025-03-16,High Frequency Transfers,Medium,Cleared
F0000437,T0009457,2025-10-25,Large Transaction,Medium,Open
F0000438,T0009462,2025-05-11,High Frequency Transfers,Low,Under Review
F0000439,T0009489,2025-08-19,Possible AML Review,Critical,Open
F0000440,T0009603,2025-04-26,High Frequency Transfers,High,Escalated
F0000441,T0009635,2025-02-17,International Transfer,Medium,Cleared
F0000442,T0009647,2025-01-06,Possible AML Review,Critical,Cleared
F0000443,T0009657,2025-10-19,International Transfer,Medium,Cleared
F0000444,T0009684,2025-02-27,High Frequency Transfers,High,Escalated
F0000445,T0009693,2025-06-25,International Transfer,High,Cleared
F0000446,T0009702,2025-01-30,International Transfer,Medium,Cleared
F0000447,T0009765,2025-08-07,High Frequency Transfers,Critical,Under Review
F0000448,T0009777,2025-12-04,High Frequency Transfers,Medium,Under Review
F0000449,T0009796,2025-11-24,Unusual Location,High,Cleared
F0000450,T0009804,2025-01-25,Large Transaction,Medium,Under Review
F0000451,T0009883,2025-07-07,Possible AML Review,Critical,Cleared
F0000452,T0009959,2025-06-07,High Frequency Transfers,High,Open
F0000453,T0009966,2025-05-29,Dormant Account Activity,Medium,Cleared
F0000454,T0009975,2025-04-26,Large Transaction,High,Cleared
F0000455,T0009977,2025-12-19,High Frequency Transfers,High,Cleared
F0000456,T0010010,2025-07-01,Unusual Location,Critical,Cleared
F0000457,T0010016,2025-03-30,Large Transaction,Medium,Open
F0000458,T0010021,2025-04-23,Possible AML Review,High,Cleared
F0000459,T0010028,2025-08-15,High Frequency Transfers,Medium,Cleared
F0000460,T0010040,2025-11-12,High Frequency Transfers,High,Cleared
F0000461,T0010082,2025-10-21,Dormant Account Activity,Low,Open
F0000462,T0010087,2025-11-23,Dormant Account Activity,High,Open
F0000463,T0010097,2025-07-11,International Transfer,High,Under Review
F0000464,T0010120,2025-08-13,International Transfer,High,Cleared
F0000465,T0010192,2025-02-04,Large Transaction,High,Cleared
F0000466,T0010199,2025-07-06,Dormant Account Activity,Medium,Under Review
F0000467,T0010283,2025-05-16,Large Transaction,Medium,Open
F0000468,T0010285,2025-04-01,International Transfer,Medium,Cleared
F0000469,T0010301,2025-08-31,Unusual Location,Medium,Under Review
F0000470,T0010302,2025-09-04,Possible AML Review,High,Cleared
F0000471,T0010327,2025-11-22,Unusual Location,Low,Under Review
F0000472,T0010328,2025-07-12,Unusual Location,Low,Cleared
F0000473,T0010336,2025-07-12,Dormant Account Activity,Medium,Under Review
F0000474,T0010346,2025-05-03,High Frequency Transfers,Medium,Open
F0000475,T0010351,2025-02-24,Possible AML Review,High,Escalated
F0000476,T0010368,2025-03-08,Large Transaction,Medium,Under Review
F0000477,T0010377,2025-03-26,Unusual Location,Medium,Cleared
F0000478,T0010412,2025-02-02,Possible AML Review,High,Under Review
F0000479,T0010431,2025-09-17,Large Transaction,High,Escalated
F0000480,T0010435,2025-10-03,International Transfer,Medium,Under Review
F0000481,T0010437,2025-01-25,High Frequency Transfers,Medium,Under Review
F0000482,T0010451,2025-08-12,Unusual Location,Low,Open
F0000483,T0010459,2025-10-03,High Frequency Transfers,High,Under Review
F0000484,T0010501,2025-08-30,High Frequency Transfers,Medium,Cleared
F0000485,T0010506,2025-10-01,Large Transaction,High,Open
F0000486,T0010535,2025-09-09,International Transfer,Medium,Open
F0000487,T0010552,2025-11-25,International Transfer,Medium,Open
F0000488,T0010568,2025-03-25,Large Transaction,Medium,Cleared
F0000489,T0010620,2025-05-28,International Transfer,Low,Open
F0000490,T0010626,2025-01-10,Unusual Location,Medium,Open
F0000491,T0010630,2025-11-19,International Transfer,Critical,Cleared
F0000492,T0010635,2025-11-19,High Frequency Transfers,Medium,Cleared
F0000493,T0010734,2025-07-01,Unusual Location,Low,Open
F0000494,T0010752,2025-12-15,Possible AML Review,Medium,Cleared
F0000495,T0010763,2025-03-16,High Frequency Transfers,Critical,Cleared
F0000496,T0010777,2025-02-25,Unusual Location,High,Cleared
F0000497,T0010791,2025-10-20,High Frequency Transfers,Low,Escalated
F0000498,T0010836,2025-05-28,International Transfer,Medium,Cleared
F0000499,T0010943,2025-10-24,Possible AML Review,Medium,Open
F0000500,T0011002,2025-07-06,High Frequency Transfers,Medium,Cleared
F0000501,T0011011,2025-02-12,Large Transaction,Medium,Cleared
F0000502,T0011032,2025-05-17,Unusual Location,Medium,Under Review
F0000503,T0011056,2025-03-21,Large Transaction,Low,Under Review
F0000504,T0011060,2025-10-27,Large Transaction,Low,Open
F0000505,T0011067,2025-10-05,High Frequency Transfers,Critical,Cleared
F0000506,T0011124,2025-04-23,International Transfer,High,Open
F0000507,T0011125,2025-11-01,Large Transaction,Critical,Cleared
F0000508,T0011126,2025-03-30,Unusual Location,Medium,Under Review
F0000509,T0011158,2025-08-31,Large Transaction,High,Under Review
F0000510,T0011162,2025-02-06,High Frequency Transfers,High,Open
F0000511,T0011210,2025-02-02,Possible AML Review,High,Under Review
F0000512,T0011247,2025-09-18,High Frequency Transfers,High,Cleared
F0000513,T0011264,2025-07-01,Possible AML Review,High,Open
F0000514,T0011273,2025-05-14,High Frequency Transfers,Medium,Escalated
F0000515,T0011305,2025-08-19,Possible AML Review,High,Under Review
F0000516,T0011379,2025-02-27,High Frequency Transfers,High,Cleared
F0000517,T0011385,2025-03-07,International Transfer,High,Escalated
F0000518,T0011409,2025-06-09,High Frequency Transfers,Medium,Open
F0000519,T0011443,2025-12-23,International Transfer,High,Cleared
F0000520,T0011446,2025-11-01,High Frequency Transfers,Medium,Open
F0000521,T0011458,2025-06-16,Large Transaction,High,Open
F0000522,T0011463,2025-06-22,High Frequency Transfers,Medium,Open
F0000523,T0011482,2025-03-20,High Frequency Transfers,Critical,Under Review
F0000524,T0011489,2025-01-05,Possible AML Review,High,Under Review
F0000525,T0011537,2025-10-10,Dormant Account Activity,Medium,Open
F0000526,T0011580,2025-07-28,International Transfer,Medium,Under Review
F0000527,T0011598,2025-09-07,Large Transaction,Medium,Open
F0000528,T0011600,2025-10-26,Large Transaction,Medium,Open
F0000529,T0011607,2025-08-24,Large Transaction,High,Open
F0000530,T0011624,2025-12-16,High Frequency Transfers,High,Under Review
F0000531,T0011654,2025-08-06,Dormant Account Activity,Medium,Under Review
F0000532,T0011699,2025-08-06,Large Transaction,Medium,Escalated
F0000533,T0011732,2025-11-20,High Frequency Transfers,Critical,Open
F0000534,T0011753,2025-11-24,International Transfer,High,Under Review
F0000535,T0011768,2025-04-19,High Frequency Transfers,High,Open
F0000536,T0011811,2025-06-02,Large Transaction,Medium,Cleared
F0000537,T0011822,2025-12-19,International Transfer,Medium,Open
F0000538,T0011828,2025-01-13,Possible AML Review,Critical,Escalated
F0000539,T0011876,2025-01-04,Large Transaction,Low,Cleared
F0000540,T0011881,2025-12-08,High Frequency Transfers,Medium,Under Review
F0000541,T0011931,2025-04-18,Unusual Location,High,Cleared
F0000542,T0011949,2025-02-15,International Transfer,High,Under Review
F0000543,T0011951,2025-12-15,International Transfer,Medium,Cleared
F0000544,T0011958,2025-01-20,Unusual Location,Low,Cleared
F0000545,T0011965,2025-01-24,Possible AML Review,High,Under Review
F0000546,T0011976,2025-11-17,Large Transaction,Medium,Cleared
F0000547,T0012001,2025-11-11,Large Transaction,High,Under Review
F0000548,T0012015,2025-10-31,Dormant Account Activity,High,Escalated
F0000549,T0012025,2025-08-02,International Transfer,Low,Cleared
F0000550,T0012031,2025-01-14,Large Transaction,Low,Open
F0000551,T0012039,2025-06-16,International Transfer,High,Open
F0000552,T0012041,2025-02-25,International Transfer,Low,Cleared
F0000553,T0012051,2025-09-10,Possible AML Review,High,Open
F0000554,T0012146,2025-05-27,High Frequency Transfers,High,Open
F0000555,T0012167,2025-10-20,Large Transaction,Medium,Cleared
F0000556,T0012192,2025-10-10,International Transfer,Medium,Open
F0000557,T0012194,2025-03-02,Dormant Account Activity,Low,Cleared
F0000558,T0012221,2025-01-25,International Transfer,Low,Escalated
F0000559,T0012242,2025-11-12,International Transfer,Medium,Cleared
F0000560,T0012249,2025-06-29,Large Transaction,Medium,Open
F0000561,T0012301,2025-08-12,High Frequency Transfers,High,Under Review
F0000562,T0012305,2025-09-09,Large Transaction,Medium,Open
F0000563,T0012319,2025-04-29,Unusual Location,Medium,Under Review
F0000564,T0012358,2025-01-04,Large Transaction,Low,Under Review
F0000565,T0012377,2025-12-13,International Transfer,Medium,Open
F0000566,T0012459,2025-11-19,Possible AML Review,High,Open
F0000567,T0012524,2025-05-31,International Transfer,Medium,Escalated
F0000568,T0012536,2025-06-18,Dormant Account Activity,High,Open
F0000569,T0012546,2025-02-07,Large Transaction,Low,Under Review
F0000570,T0012554,2025-11-25,High Frequency Transfers,High,Open
F0000571,T0012557,2025-12-15,Dormant Account Activity,High,Cleared
F0000572,T0012573,2025-08-29,Possible AML Review,High,Open
F0000573,T0012609,2025-06-22,Large Transaction,Medium,Escalated
F0000574,T0012628,2025-12-11,Large Transaction,Critical,Under Review
F0000575,T0012691,2025-01-14,Large Transaction,Medium,Open
F0000576,T0012731,2025-02-10,High Frequency Transfers,Critical,Open
F0000577,T0012735,2025-07-23,High Frequency Transfers,Medium,Cleared
F0000578,T0012747,2025-10-17,International Transfer,Medium,Under Review
F0000579,T0012748,2025-10-15,Dormant Account Activity,Medium,Open
F0000580,T0012780,2025-03-04,Large Transaction,Medium,Open
F0000581,T0012781,2025-04-08,Unusual Location,Medium,Under Review
F0000582,T0012845,2025-06-12,International Transfer,High,Cleared
F0000583,T0012851,2025-06-15,Unusual Location,Low,Under Review
F0000584,T0012880,2025-12-08,International Transfer,High,Open
F0000585,T0012902,2025-07-24,Unusual Location,High,Escalated
F0000586,T0012906,2025-05-19,High Frequency Transfers,Critical,Open
F0000587,T0012932,2025-12-03,High Frequency Transfers,High,Under Review
F0000588,T0012940,2025-07-20,International Transfer,High,Open
F0000589,T0012980,2025-03-11,Unusual Location,Medium,Cleared
F0000590,T0013009,2025-02-03,Large Transaction,Medium,Escalated
F0000591,T0013012,2025-03-08,Possible AML Review,High,Open
F0000592,T0013038,2025-03-29,Large Transaction,Low,Escalated
F0000593,T0013061,2025-04-14,Large Transaction,Medium,Cleared
F0000594,T0013079,2025-08-11,High Frequency Transfers,High,Escalated
F0000595,T0013081,2025-05-12,High Frequency Transfers,Medium,Cleared
F0000596,T0013184,2025-02-25,Large Transaction,High,Open
F0000597,T0013215,2025-04-13,International Transfer,Medium,Under Review
F0000598,T0013217,2025-02-27,Possible AML Review,Medium,Under Review
F0000599,T0013220,2025-04-06,High Frequency Transfers,Low,Cleared
F0000600,T0013331,2025-12-09,Large Transaction,High,Open
F0000601,T0013360,2025-06-07,Possible AML Review,Medium,Open
F0000602,T0013366,2025-07-10,Large Transaction,Medium,Open
F0000603,T0013387,2025-05-12,High Frequency Transfers,Medium,Cleared
F0000604,T0013395,2025-12-03,High Frequency Transfers,Medium,Cleared
F0000605,T0013416,2025-03-16,International Transfer,Low,Cleared
F0000606,T0013418,2025-10-30,High Frequency Transfers,High,Open
F0000607,T0013431,2025-12-05,Large Transaction,High,Open
F0000608,T0013440,2025-04-26,High Frequency Transfers,Medium,Under Review
F0000609,T0013455,2025-05-23,Dormant Account Activity,Medium,Escalated
F0000610,T0013471,2025-03-16,High Frequency Transfers,Low,Cleared
F0000611,T0013499,2025-10-28,Unusual Location,Low,Open
F0000612,T0013512,2025-09-04,Large Transaction,Low,Cleared
F0000613,T0013567,2025-04-09,International Transfer,High,Open
F0000614,T0013573,2025-08-03,High Frequency Transfers,Medium,Open
F0000615,T0013608,2025-09-09,Possible AML Review,High,Under Review
F0000616,T0013616,2025-09-18,Dormant Account Activity,Medium,Open
F0000617,T0013645,2025-04-11,Unusual Location,High,Under Review
F0000618,T0013650,2025-08-16,High Frequency Transfers,Medium,Open
F0000619,T0013657,2025-05-13,International Transfer,High,Under Review
F0000620,T0013662,2025-06-27,Dormant Account Activity,Medium,Cleared
F0000621,T0013690,2025-09-11,Large Transaction,Low,Escalated
F0000622,T0013692,2025-12-02,Possible AML Review,Medium,Open
F0000623,T0013697,2025-09-04,Large Transaction,High,Cleared
F0000624,T0013729,2025-04-22,International Transfer,Low,Escalated
F0000625,T0013734,2025-06-27,High Frequency Transfers,High,Under Review
F0000626,T0013754,2025-09-08,High Frequency Transfers,High,Cleared
F0000627,T0013787,2025-07-05,Dormant Account Activity,High,Open
F0000628,T0013924,2025-12-17,Large Transaction,High,Cleared
F0000629,T0013940,2025-01-06,Large Transaction,Medium,Cleared
F0000630,T0013951,2025-01-10,Possible AML Review,Critical,Cleared
F0000631,T0013963,2025-01-17,Large Transaction,High,Cleared
F0000632,T0013984,2025-08-10,Large Transaction,Medium,Cleared
F0000633,T0013986,2025-09-28,Large Transaction,Medium,Cleared
F0000634,T0013987,2025-11-01,Large Transaction,Low,Open
F0000635,T0013995,2025-08-03,Possible AML Review,High,Open
F0000636,T0014002,2025-04-14,Possible AML Review,Medium,Under Review
F0000637,T0014014,2025-05-26,High Frequency Transfers,High,Open
F0000638,T0014027,2025-11-03,Large Transaction,Medium,Cleared
F0000639,T0014039,2025-12-09,Unusual Location,Medium,Open
F0000640,T0014045,2025-05-25,High Frequency Transfers,High,Cleared
F0000641,T0014063,2025-10-16,Possible AML Review,High,Cleared
F0000642,T0014070,2025-12-26,Possible AML Review,High,Cleared
F0000643,T0014090,2025-02-19,International Transfer,Low,Open
F0000644,T0014100,2025-06-26,High Frequency Transfers,High,Under Review
F0000645,T0014109,2025-05-28,Unusual Location,Medium,Cleared
F0000646,T0014117,2025-06-03,Unusual Location,Critical,Cleared
F0000647,T0014139,2025-12-07,Possible AML Review,High,Open
F0000648,T0014145,2025-07-24,Large Transaction,Critical,Cleared
F0000649,T0014153,2025-01-31,International Transfer,Medium,Open
F0000650,T0014168,2025-07-25,International Transfer,Medium,Open
F0000651,T0014184,2025-04-19,International Transfer,Medium,Open
F0000652,T0014196,2025-04-11,Large Transaction,High,Open
F0000653,T0014202,2025-11-01,International Transfer,Medium,Cleared
F0000654,T0014210,2025-12-19,International Transfer,Medium,Cleared
F0000655,T0014221,2025-10-28,High Frequency Transfers,High,Cleared
F0000656,T0014235,2025-04-26,High Frequency Transfers,Medium,Cleared
F0000657,T0014267,2025-06-06,Large Transaction,Medium,Open
F0000658,T0014285,2025-10-12,High Frequency Transfers,High,Under Review
F0000659,T0014312,2025-03-16,Unusual Location,Medium,Escalated
F0000660,T0014324,2025-07-15,Large Transaction,High,Cleared
F0000661,T0014330,2025-08-22,High Frequency Transfers,Medium,Open
F0000662,T0014332,2025-08-23,Dormant Account Activity,Medium,Cleared
F0000663,T0014368,2025-08-04,Possible AML Review,High,Cleared
F0000664,T0014409,2025-04-25,Large Transaction,Medium,Cleared
F0000665,T0014432,2025-10-04,Large Transaction,High,Escalated
F0000666,T0014468,2025-03-18,Large Transaction,Medium,Open
F0000667,T0014484,2025-02-21,Unusual Location,High,Under Review
F0000668,T0014524,2025-10-21,International Transfer,Medium,Open
F0000669,T0014536,2025-02-19,High Frequency Transfers,Medium,Open
F0000670,T0014579,2025-02-05,High Frequency Transfers,High,Escalated
F0000671,T0014586,2025-11-26,High Frequency Transfers,High,Cleared
F0000672,T0014615,2025-06-06,High Frequency Transfers,Medium,Cleared
F0000673,T0014638,2025-12-05,International Transfer,High,Under Review
F0000674,T0014650,2025-08-05,Unusual Location,Medium,Cleared
F0000675,T0014673,2025-06-27,High Frequency Transfers,Critical,Open
F0000676,T0014691,2025-02-21,International Transfer,Medium,Open
F0000677,T0014701,2025-12-03,High Frequency Transfers,High,Under Review
F0000678,T0014770,2025-07-26,High Frequency Transfers,Medium,Cleared
F0000679,T0014837,2025-11-30,Possible AML Review,High,Open
F0000680,T0014903,2025-05-14,High Frequency Transfers,Low,Open
F0000681,T0014906,2025-10-27,High Frequency Transfers,High,Escalated
F0000682,T0014935,2025-11-02,High Frequency Transfers,Medium,Cleared
F0000683,T0014962,2025-04-22,Dormant Account Activity,Low,Under Review
F0000684,T0014980,2025-03-28,Large Transaction,Critical,Cleared
F0000685,T0014982,2025-05-02,International Transfer,Medium,Under Review
F0000686,T0014986,2025-12-26,Dormant Account Activity,High,Cleared
F0000687,T0014989,2025-01-30,High Frequency Transfers,Medium,Open
F0000688,T0015034,2025-05-09,Large Transaction,Medium,Under Review
F0000689,T0015075,2025-09-11,Large Transaction,Low,Open
F0000690,T0015079,2025-02-02,Possible AML Review,High,Cleared
F0000691,T0015084,2025-02-07,Large Transaction,Low,Open
F0000692,T0015099,2025-02-16,Large Transaction,Medium,Under Review
F0000693,T0015107,2025-06-20,Large Transaction,Medium,Open
F0000694,T0015142,2025-05-21,Unusual Location,Medium,Under Review
F0000695,T0015145,2025-09-30,Possible AML Review,Medium,Escalated
F0000696,T0015160,2025-09-03,Dormant Account Activity,Low,Cleared
F0000697,T0015176,2025-09-11,Large Transaction,Critical,Escalated
F0000698,T0015184,2025-09-18,International Transfer,Medium,Cleared
F0000699,T0015189,2025-12-23,Unusual Location,Low,Escalated
F0000700,T0015201,2025-01-14,International Transfer,Medium,Cleared
F0000701,T0015226,2025-06-28,High Frequency Transfers,High,Under Review
F0000702,T0015235,2025-07-23,Possible AML Review,High,Under Review
F0000703,T0015318,2025-07-25,International Transfer,High,Cleared
F0000704,T0015394,2025-09-07,Large Transaction,Medium,Cleared
F0000705,T0015408,2025-07-11,High Frequency Transfers,Medium,Cleared
F0000706,T0015514,2025-10-19,Large Transaction,Low,Open
F0000707,T0015553,2025-12-22,High Frequency Transfers,Medium,Under Review
F0000708,T0015558,2025-09-20,Large Transaction,Medium,Cleared
F0000709,T0015588,2025-08-19,Unusual Location,Medium,Cleared
F0000710,T0015617,2025-04-19,Dormant Account Activity,Medium,Open
F0000711,T0015636,2025-09-28,Dormant Account Activity,Low,Escalated
F0000712,T0015646,2025-04-23,Possible AML Review,Critical,Escalated
F0000713,T0015651,2025-04-14,High Frequency Transfers,Medium,Under Review
F0000714,T0015671,2025-09-13,Large Transaction,Medium,Open
F0000715,T0015691,2025-07-05,Large Transaction,Medium,Escalated
F0000716,T0015696,2025-06-26,Large Transaction,Medium,Open
F0000717,T0015710,2025-08-22,High Frequency Transfers,High,Open
F0000718,T0015723,2025-10-04,Unusual Location,Medium,Open
F0000719,T0015728,2025-09-26,Dormant Account Activity,Medium,Cleared
F0000720,T0015734,2025-10-04,High Frequency Transfers,Low,Under Review
F0000721,T0015743,2025-11-14,High Frequency Transfers,Medium,Open
F0000722,T0015759,2025-06-17,Unusual Location,Low,Cleared
F0000723,T0015809,2025-12-28,International Transfer,High,Cleared
F0000724,T0015831,2025-10-15,Large Transaction,Medium,Cleared
F0000725,T0015837,2025-10-09,Dormant Account Activity,Critical,Open
F0000726,T0015858,2025-11-27,High Frequency Transfers,High,Open
F0000727,T0015885,2025-05-03,International Transfer,Low,Open
F0000728,T0015911,2025-08-01,High Frequency Transfers,Medium,Open
F0000729,T0015920,2025-11-04,Dormant Account Activity,High,Open
F0000730,T0015923,2025-08-26,High Frequency Transfers,Medium,Under Review
F0000731,T0015926,2025-01-27,Large Transaction,High,Open
F0000732,T0015941,2025-11-04,High Frequency Transfers,Low,Escalated
F0000733,T0015949,2025-09-05,Unusual Location,Medium,Open
F0000734,T0015977,2025-11-26,Unusual Location,Medium,Cleared
F0000735,T0016017,2025-07-12,Unusual Location,High,Escalated
F0000736,T0016074,2025-08-11,Large Transaction,Medium,Cleared
F0000737,T0016078,2025-08-17,Unusual Location,Medium,Cleared
F0000738,T0016080,2025-05-05,Unusual Location,Medium,Escalated
F0000739,T0016101,2025-08-17,Large Transaction,Low,Escalated
F0000740,T0016133,2025-09-19,International Transfer,Critical,Cleared
F0000741,T0016135,2025-11-15,Unusual Location,Critical,Open
F0000742,T0016154,2025-07-30,Large Transaction,Medium,Open
F0000743,T0016177,2025-02-05,Unusual Location,Medium,Open
F0000744,T0016198,2025-11-08,Large Transaction,High,Cleared
F0000745,T0016211,2025-12-28,High Frequency Transfers,Medium,Cleared
F0000746,T0016216,2025-05-31,High Frequency Transfers,Medium,Open
F0000747,T0016267,2025-07-11,Possible AML Review,Critical,Cleared
F0000748,T0016279,2025-10-09,High Frequency Transfers,Medium,Under Review
F0000749,T0016285,2025-06-16,High Frequency Transfers,Medium,Open
F0000750,T0016292,2025-04-27,Dormant Account Activity,High,Cleared
F0000751,T0016298,2025-08-13,Large Transaction,Critical,Open
F0000752,T0016315,2025-10-22,High Frequency Transfers,Medium,Cleared
F0000753,T0016339,2025-04-23,International Transfer,Medium,Cleared
F0000754,T0016348,2025-12-25,Large Transaction,Medium,Under Review
F0000755,T0016365,2025-03-11,International Transfer,Low,Cleared
F0000756,T0016425,2025-07-10,Large Transaction,Low,Open
F0000757,T0016434,2025-02-25,Large Transaction,Medium,Open
F0000758,T0016437,2025-08-13,International Transfer,Medium,Cleared
F0000759,T0016455,2025-09-13,Large Transaction,High,Under Review
F0000760,T0016459,2025-10-18,International Transfer,High,Cleared
F0000761,T0016473,2025-07-01,Large Transaction,Medium,Open
F0000762,T0016483,2025-06-25,High Frequency Transfers,Medium,Open
F0000763,T0016504,2025-06-29,Dormant Account Activity,Medium,Open
F0000764,T0016534,2025-03-08,Unusual Location,Medium,Open
F0000765,T0016572,2025-12-24,International Transfer,High,Under Review
F0000766,T0016610,2025-12-28,Unusual Location,Medium,Under Review
F0000767,T0016624,2025-12-29,Large Transaction,High,Open
F0000768,T0016629,2025-04-23,High Frequency Transfers,Medium,Open
F0000769,T0016682,2025-11-25,High Frequency Transfers,High,Escalated
F0000770,T0016695,2025-11-07,Large Transaction,High,Open
F0000771,T0016700,2025-11-02,Dormant Account Activity,High,Cleared
F0000772,T0016761,2025-01-29,Unusual Location,Medium,Escalated
F0000773,T0016854,2025-07-20,Large Transaction,High,Under Review
F0000774,T0016873,2025-06-06,Large Transaction,Critical,Under Review
F0000775,T0016880,2025-12-05,High Frequency Transfers,Medium,Open
F0000776,T0016898,2025-03-05,Large Transaction,Medium,Cleared
F0000777,T0016913,2025-01-04,International Transfer,High,Cleared
F0000778,T0016916,2025-01-27,High Frequency Transfers,Medium,Escalated
F0000779,T0016942,2025-05-21,Possible AML Review,Low,Cleared
F0000780,T0016952,2025-10-25,Dormant Account Activity,Low,Escalated
F0000781,T0016966,2025-05-16,Dormant Account Activity,Low,Under Review
F0000782,T0016981,2025-12-14,Large Transaction,Medium,Open
F0000783,T0016988,2025-12-26,Unusual Location,Low,Cleared
F0000784,T0017021,2025-03-13,High Frequency Transfers,Critical,Under Review
F0000785,T0017042,2025-02-02,Large Transaction,High,Open
F0000786,T0017045,2025-07-16,International Transfer,Medium,Open
F0000787,T0017150,2025-05-24,Unusual Location,Medium,Cleared
F0000788,T0017153,2025-03-27,International Transfer,High,Cleared
F0000789,T0017159,2025-08-06,Unusual Location,Medium,Open
F0000790,T0017171,2025-01-02,Large Transaction,Medium,Open
F0000791,T0017182,2025-05-18,International Transfer,Medium,Under Review
F0000792,T0017206,2025-04-25,Dormant Account Activity,Low,Under Review
F0000793,T0017230,2025-10-25,International Transfer,Medium,Escalated
F0000794,T0017244,2025-02-14,Large Transaction,High,Cleared
F0000795,T0017270,2025-07-10,International Transfer,Critical,Under Review
F0000796,T0017311,2025-11-04,Large Transaction,Medium,Under Review
F0000797,T0017315,2025-10-09,Dormant Account Activity,Critical,Open
F0000798,T0017340,2025-12-07,International Transfer,Medium,Cleared
F0000799,T0017370,2025-05-18,International Transfer,Low,Open
F0000800,T0017402,2025-03-16,High Frequency Transfers,Critical,Open
F0000801,T0017429,2025-01-23,High Frequency Transfers,High,Open
F0000802,T0017451,2025-03-31,Large Transaction,Low,Open
F0000803,T0017465,2025-04-11,Large Transaction,Low,Open
F0000804,T0017485,2025-08-26,Large Transaction,Medium,Open
F0000805,T0017486,2025-02-02,High Frequency Transfers,High,Cleared
F0000806,T0017513,2025-01-22,Dormant Account Activity,High,Open
F0000807,T0017537,2025-10-30,International Transfer,Low,Open
F0000808,T0017562,2025-07-02,Large Transaction,High,Cleared
F0000809,T0017591,2025-05-03,High Frequency Transfers,Low,Open
F0000810,T0017607,2025-07-18,Unusual Location,Low,Open
F0000811,T0017608,2025-03-15,International Transfer,Medium,Open
F0000812,T0017665,2025-06-30,High Frequency Transfers,Medium,Cleared
F0000813,T0017675,2025-09-16,Unusual Location,Medium,Under Review
F0000814,T0017676,2025-12-03,International Transfer,Medium,Open
F0000815,T0017713,2025-07-12,High Frequency Transfers,High,Open
F0000816,T0017716,2025-01-24,Dormant Account Activity,Critical,Open
F0000817,T0017756,2025-03-27,Possible AML Review,High,Under Review
F0000818,T0017760,2025-05-03,International Transfer,Low,Open
F0000819,T0017789,2025-03-04,High Frequency Transfers,High,Cleared
F0000820,T0017794,2025-01-08,High Frequency Transfers,Medium,Open
F0000821,T0017810,2025-12-29,Large Transaction,High,Open
F0000822,T0017842,2025-12-07,High Frequency Transfers,High,Under Review
F0000823,T0017846,2025-10-13,Unusual Location,Medium,Open
F0000824,T0017855,2025-11-22,Possible AML Review,Critical,Cleared
F0000825,T0017883,2025-12-02,High Frequency Transfers,Low,Cleared
F0000826,T0017888,2025-12-15,Large Transaction,Medium,Under Review
F0000827,T0017899,2025-05-14,Large Transaction,Medium,Open
F0000828,T0017934,2025-10-28,Unusual Location,High,Open
F0000829,T0017941,2025-05-05,Large Transaction,Medium,Under Review
F0000830,T0017942,2025-03-11,International Transfer,Critical,Cleared
F0000831,T0017965,2025-07-31,High Frequency Transfers,High,Under Review
F0000832,T0017981,2025-04-10,Unusual Location,Medium,Under Review
F0000833,T0017987,2025-09-22,Unusual Location,Low,Cleared
F0000834,T0018029,2025-01-16,International Transfer,Medium,Cleared
F0000835,T0018090,2025-04-24,Dormant Account Activity,Medium,Cleared
F0000836,T0018140,2025-07-15,Large Transaction,High,Open
F0000837,T0018143,2025-11-15,High Frequency Transfers,High,Open
F0000838,T0018156,2025-07-28,International Transfer,Medium,Open
F0000839,T0018157,2025-05-13,High Frequency Transfers,Medium,Cleared
F0000840,T0018178,2025-04-11,High Frequency Transfers,High,Cleared
F0000841,T0018187,2025-06-08,International Transfer,High,Under Review
F0000842,T0018194,2025-10-21,Dormant Account Activity,High,Open
F0000843,T0018248,2025-08-02,Dormant Account Activity,High,Under Review
F0000844,T0018251,2025-01-10,High Frequency Transfers,Medium,Cleared
F0000845,T0018264,2025-07-08,Unusual Location,Medium,Cleared
F0000846,T0018289,2025-10-13,Possible AML Review,Medium,Open
F0000847,T0018331,2025-06-08,International Transfer,Low,Escalated
F0000848,T0018342,2025-09-13,Unusual Location,Low,Escalated
F0000849,T0018346,2025-04-11,Dormant Account Activity,Medium,Open
F0000850,T0018353,2025-10-17,Possible AML Review,High,Escalated
F0000851,T0018368,2025-02-03,Possible AML Review,High,Escalated
F0000852,T0018379,2025-07-24,Unusual Location,Medium,Open
F0000853,T0018422,2025-05-02,Unusual Location,High,Cleared
F0000854,T0018454,2025-09-21,International Transfer,High,Open
F0000855,T0018482,2025-07-30,International Transfer,Low,Open
F0000856,T0018490,2025-09-19,Dormant Account Activity,High,Cleared
F0000857,T0018524,2025-12-18,Unusual Location,Low,Under Review
F0000858,T0018573,2025-12-01,High Frequency Transfers,High,Open
F0000859,T0018583,2025-01-25,Unusual Location,Medium,Open
